"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"MMP2.10",1.5855818378834e-08,-0.882247349524109,0.017,0.242,0.000323950225297957,"Neurons","MMP2"
"PPIC.12",1.62876054003366e-08,-0.444646131441344,0.033,0.274,0.000332772065934277,"Neurons","PPIC"
"EIF1.3",1.7488225796866e-08,0.310026496364614,0.975,0.989,0.000357301941255769,"Neurons","EIF1"
"CD68.11",1.80401427268279e-08,-0.818894163947474,0.017,0.239,0.00036857815605182,"Neurons","CD68"
"PAXIP1-AS1",1.82689934094639e-08,0.556317488494216,0.124,0.034,0.000373253804348757,"Neurons","PAXIP1-AS1"
"C1orf54.5",1.93505012379057e-08,-0.482076376686721,0,0.21,0.000395350090791651,"Neurons","C1orf54"
"NBEAL1.4",2.05110909389106e-08,-0.258529014064064,0.24,0.617,0.000419062098972883,"Neurons","NBEAL1"
"COL6A2.13",2.11200713782782e-08,-0.852118908280021,0.174,0.43,0.000431504178329602,"Neurons","COL6A2"
"LAP3.7",2.15048591694884e-08,-0.427328827834686,0.058,0.312,0.000439365777691818,"Neurons","LAP3"
"SLC2A3.4",2.28154159990864e-08,-0.548520540134333,0.025,0.254,0.000466141764277334,"Neurons","SLC2A3"
"NRP2",2.32267646598255e-08,0.655339897715536,0.207,0.08,0.000474546028764895,"Neurons","NRP2"
"SLC29A1.5",2.35100876676259e-08,-0.477130214416613,0,0.208,0.000480334601137266,"Neurons","SLC29A1"
"PABPC4.1",2.46193723374491e-08,-0.390985836131021,0.025,0.255,0.000502998396226422,"Neurons","PABPC4"
"ATOH8",2.48122223141381e-08,0.669354054527513,0.198,0.075,0.000506938514100155,"Neurons","ATOH8"
"SMDT1.2",2.58430333661837e-08,-0.312535399361803,0.157,0.48,0.0005279990147045,"Neurons","SMDT1"
"ZNF90.1",2.77301709627099e-08,-0.422285368072755,0.025,0.253,0.000566555122939127,"Neurons","ZNF90"
"DBI.5",2.81043371694888e-08,0.759882629896765,0.554,0.491,0.000574199712709826,"Neurons","DBI"
"SYT11",2.89656055926641e-08,0.57366490611096,0.157,0.051,0.000591796287863721,"Neurons","SYT11"
"RGS2.9",2.94342423509791e-08,-0.826239536720039,0.041,0.274,0.000601371005472854,"Neurons","RGS2"
"LRCH3.1",2.9771124834737e-08,0.656652147146992,0.174,0.061,0.000608253851498511,"Neurons","LRCH3"
"NDUFA4L2.10",3.05674468140613e-08,-1.14090252177411,0.017,0.232,0.000624523505858086,"Neurons","NDUFA4L2"
"GIMAP4.8",3.14417363625269e-08,-0.605543781633347,0,0.205,0.000642386115622787,"Neurons","GIMAP4"
"AP2S1.6",3.33295450489997e-08,-0.346144632960345,0.132,0.433,0.000680955934896114,"Neurons","AP2S1"
"PDCD4.3",3.62038972619747e-08,-0.470251422809678,0.025,0.25,0.000739681824959404,"Neurons","PDCD4"
"ALOX5AP.11",4.00902065997947e-08,-0.900038723793253,0.017,0.23,0.000819083011040405,"Neurons","ALOX5AP"
"CCDC85B.8",4.05140634738423e-08,-0.337477199629076,0.19,0.524,0.000827742830834071,"Neurons","CCDC85B"
"NEGR1.3",4.12135522565245e-08,0.744541740237869,0.215,0.088,0.000842034086153052,"Neurons","NEGR1"
"HEXB.6",4.2479881994467e-08,-0.34805939552923,0.107,0.392,0.000867906469028955,"Neurons","HEXB"
"RAB13.5",4.28654358747608e-08,-0.400474595624016,0.074,0.335,0.000875783720357237,"Neurons","RAB13"
"HCLS1.10",4.38295787733044e-08,-0.583691098280554,0.008,0.216,0.000895482123917382,"Neurons","HCLS1"
"THBD.8",4.39558259584107e-08,-0.747686545976977,0.017,0.23,0.000898061480156288,"Neurons","THBD"
"MT-ND3.1",4.40939654365266e-08,-0.383558059039636,0.777,0.976,0.000900883807833676,"Neurons","MT-ND3"
"PRKCA",4.69804203760713e-08,0.480804806154517,0.124,0.035,0.000959856968703513,"Neurons","PRKCA"
"PIM1.10",4.90328277758794e-08,-0.601445873293233,0.025,0.244,0.00100178970428899,"Neurons","PIM1"
"BHLHE40.7",4.98322209143723e-08,0.786339999065597,0.438,0.293,0.00101812210550154,"Neurons","BHLHE40"
"HEXIM1.4",5.00219017518756e-08,0.828907413194372,0.545,0.465,0.00102199747469257,"Neurons","HEXIM1"
"C8orf4.11",5.28928805313973e-08,0.810479948993154,0.331,0.17,0.00108065444213698,"Neurons","C8orf4"
"GULP1.7",5.57811909009412e-08,0.801327783229,0.273,0.134,0.00113966551129713,"Neurons","GULP1"
"ITGB2.11",5.58648680686654e-08,-0.798791478127432,0.008,0.213,0.0011413751195109,"Neurons","ITGB2"
"SRSF3.4",5.61080230201267e-08,-0.310304282795701,0.364,0.737,0.00114634301832421,"Neurons","SRSF3"
"LAPTM4A.12",5.67997582128045e-08,0.398441012031186,0.802,0.795,0.00116047586004581,"Neurons","LAPTM4A"
"AKR1C3.8",5.81432741111718e-08,-0.511140227203953,0,0.199,0.00118792523336535,"Neurons","AKR1C3"
"FABP5.7",5.85649766363829e-08,0.574416164848788,0.421,0.256,0.00119654103765794,"Neurons","FABP5"
"EPS8.11",6.07281628946367e-08,-0.461461270490926,0.05,0.286,0.00124073709610032,"Neurons","EPS8"
"OTUD7B",6.0970268981456e-08,0.634038343852183,0.124,0.035,0.00124568356556013,"Neurons","OTUD7B"
"CCDC3.8",6.62738920412805e-08,-0.693250682528857,0.008,0.213,0.0013540418882954,"Neurons","CCDC3"
"UBXN1.1",6.74918685047666e-08,-0.268173637167374,0.165,0.481,0.00137892636542089,"Neurons","UBXN1"
"PKIG.10",6.90142477609488e-08,-0.404894143232385,0.05,0.287,0.00141003009600394,"Neurons","PKIG"
"OGN.10",7.94341690308648e-08,-0.779800927825749,0.017,0.225,0.0016229195074696,"Neurons","OGN"
"CNPY3.4",7.94730019989491e-08,-0.422298275160836,0.017,0.227,0.00162371290384053,"Neurons","CNPY3"
"CHMP4A",8.77722164214733e-08,-0.258160140335333,0.058,0.303,0.00179327415370712,"Neurons","CHMP4A"
"HNMT.8",8.88984876451161e-08,-0.434174597500953,0.017,0.225,0.00181628500107737,"Neurons","HNMT"
"SUN2.9",8.89759054871714e-08,0.832025056553926,0.463,0.347,0.0018178667250084,"Neurons","SUN2"
"UCP2.10",9.17646871357293e-08,-0.566852329734569,0,0.194,0.00187484432287009,"Neurons","UCP2"
"PECAM1.7",9.44801219932872e-08,-0.707996077315498,0.025,0.237,0.00193032337244485,"Neurons","PECAM1"
"SERPINF1.8",9.81546362480679e-08,-1.51577833946735,0.116,0.346,0.00200539737318427,"Neurons","SERPINF1"
"BCAM.11",9.89399868848642e-08,-0.709014419287272,0.074,0.309,0.00202144287204466,"Neurons","BCAM"
"MYLK.9",9.96312766269281e-08,-0.796513205952699,0.008,0.206,0.00203556661276477,"Neurons","MYLK"
"IGHG1.9",9.9676271272814e-08,-2.64806744295312,0.008,0.208,0.00203648589837486,"Neurons","IGHG1"
"FSTL3.10",1.029171737499e-07,1.17341276957392,0.314,0.168,0.00210270077688421,"Neurons","FSTL3"
"HERPUD1.12",1.08266686909486e-07,-0.543654184268363,0.264,0.58,0.00221199668024771,"Neurons","HERPUD1"
"PLTP.10",1.14026775699645e-07,-0.895075471087678,0.091,0.327,0.00232968105431946,"Neurons","PLTP"
"EVI2B.12",1.17297877983736e-07,-0.552503691191751,0,0.191,0.0023965129450857,"Neurons","EVI2B"
"SPCS2.2",1.20800140687137e-07,0.699189589025664,0.603,0.611,0.0024680676743789,"Neurons","SPCS2"
"PTPRS.10",1.21892245492429e-07,0.751304225353463,0.306,0.156,0.00249038046765582,"Neurons","PTPRS"
"CXXC5.2",1.23324985642374e-07,0.716852395795982,0.281,0.144,0.00251965278165933,"Neurons","CXXC5"
"GALNT18",1.25039133724408e-07,0.523509345953925,0.149,0.049,0.00255467454112338,"Neurons","GALNT18"
"RAMP2.9",1.27267664861366e-07,-0.772091241739681,0.017,0.22,0.00260020566078257,"Neurons","RAMP2"
"CAPG.7",1.39586664536644e-07,-0.593758557447001,0.008,0.204,0.00285189514314817,"Neurons","CAPG"
"HLA-DMB.9",1.4455866712017e-07,-0.679198037001536,0.017,0.218,0.00295347812793219,"Neurons","HLA-DMB"
"CDH2.1",1.45232044656513e-07,0.5046986558669,0.132,0.041,0.00296723590437723,"Neurons","CDH2"
"STOM.9",1.52465242486486e-07,-0.389068531262566,0.165,0.457,0.0031150173692414,"Neurons","STOM"
"NME4.6",1.60025406838585e-07,-0.38923788147722,0.033,0.248,0.00326947908711913,"Neurons","NME4"
"PLN.9",1.61357086152018e-07,-1.0416490880625,0.017,0.214,0.00329668662717188,"Neurons","PLN"
"C1QTNF1.8",1.62844528672386e-07,-0.505890061868382,0.008,0.203,0.00332707656530552,"Neurons","C1QTNF1"
"LCP1.10",1.64464205523784e-07,-0.609693678895247,0,0.187,0.00336016818305644,"Neurons","LCP1"
"SLC16A3.10",1.67570481388175e-07,-0.498635717604415,0,0.187,0.00342363250524181,"Neurons","SLC16A3"
"PYCARD.8",1.69145115863442e-07,-0.487526107864301,0,0.187,0.00345580386220598,"Neurons","PYCARD"
"SCP2.2",1.80712528889761e-07,0.655016337800159,0.554,0.52,0.00369213767774671,"Neurons","SCP2"
"TOMM7.3",1.86480729464402e-07,-0.326168719710979,0.554,0.889,0.0038099877836872,"Neurons","TOMM7"
"C1QB.11",1.86551364439658e-07,-1.89155633610255,0.041,0.248,0.00381143092686664,"Neurons","C1QB"
"IGFBP5.12",1.89190249060495e-07,-1.10542914824816,0.041,0.25,0.00386534597855498,"Neurons","IGFBP5"
"GNAS.3",1.89894435781335e-07,-0.289844484288289,0.19,0.508,0.00387973321744846,"Neurons","GNAS"
"PPP1R2.1",2.07371071530999e-07,-0.336248327655409,0.058,0.289,0.00423679836244983,"Neurons","PPP1R2"
"HLA-F.9",2.15083695011144e-07,-0.382550569913557,0.025,0.231,0.00439437497277268,"Neurons","HLA-F"
"FHL1.13",2.15986071236874e-07,-0.781312545884136,0.174,0.421,0.00441281142144057,"Neurons","FHL1"
"C1QA.11",2.24919756979706e-07,-1.9445125014878,0.05,0.257,0.00459533555485236,"Neurons","C1QA"
"C12orf75.8",2.27315611054759e-07,-0.760440983525268,0.017,0.211,0.00464428524945978,"Neurons","C12orf75"
"IGFBP2.9",2.30361352778698e-07,-0.961617232023566,0.025,0.225,0.00470651279862158,"Neurons","IGFBP2"
"AIF1.11",2.48602435363359e-07,-1.4181860257549,0.025,0.219,0.00507919635690879,"Neurons","AIF1"
"NEXN.10",2.4873534516322e-07,-0.633000801208852,0.008,0.197,0.00508191183702976,"Neurons","NEXN"
"MAFB.10",2.50446875976924e-07,-0.652973879967159,0.041,0.251,0.00511688012308453,"Neurons","MAFB"
"AOC3.8",2.52477283203501e-07,-0.509790184385028,0,0.182,0.00515836337313073,"Neurons","AOC3"
"LMOD1.9",2.54830690357734e-07,-0.636203387291663,0,0.182,0.00520644583469885,"Neurons","LMOD1"
"CIB1.2",2.59473218173134e-07,-0.308842401863951,0.124,0.399,0.00530129732049529,"Neurons","CIB1"
"FMO2.10",2.59602206186848e-07,-0.707753211787302,0,0.182,0.00530393267460349,"Neurons","FMO2"
"VGLL3.1",2.64916509123066e-07,0.558465510458697,0.132,0.042,0.00541250919789336,"Neurons","VGLL3"
"RILPL2.4",2.70119155920728e-07,-0.364306103294921,0.025,0.229,0.00551880447461639,"Neurons","RILPL2"
"SNX9.2",2.73395424893152e-07,-0.349414684278876,0.008,0.198,0.00558574192599199,"Neurons","SNX9"
"DPT.10",2.8044276123824e-07,-1.03275734493977,0.008,0.195,0.00572972605485848,"Neurons","DPT"
"HLA-B.8",2.82249935810355e-07,-0.499661225739721,0.678,0.875,0.00576664843854137,"Neurons","HLA-B"
"CDC26",3.0228805824197e-07,-0.364299513112868,0.017,0.212,0.00617604731794168,"Neurons","CDC26"
"RP11-1275H24.1",3.12903595030164e-07,0.637833350420208,0.182,0.072,0.00639293335006128,"Neurons","RP11-1275H24.1"
"GPSM2",3.22488098829237e-07,0.472902372283218,0.116,0.034,0.00658875434718015,"Neurons","GPSM2"
"CMPK1.3",3.25510346611986e-07,-0.251331515997407,0.182,0.497,0.00665050189162949,"Neurons","CMPK1"
"BPGM.1",3.27862674748716e-07,0.76808912656671,0.174,0.066,0.00669856230779102,"Neurons","BPGM"
"GADD45A.2",3.28055523172084e-07,-0.436695364980408,0.008,0.196,0.00670250239392885,"Neurons","GADD45A"
"GIMAP7.8",3.52225332989206e-07,-0.586866618406079,0,0.179,0.00719631577830246,"Neurons","GIMAP7"
"RAC2.9",3.52225334287933e-07,-0.572080557276262,0,0.179,0.00719631580483676,"Neurons","RAC2"
"NAMPT.11",3.6153610734077e-07,-0.416165261894658,0.174,0.449,0.00738654420907928,"Neurons","NAMPT"
"MBNL1.1",3.73183405619712e-07,-0.322262204746141,0.058,0.284,0.00762451016021633,"Neurons","MBNL1"
"NEAT1.8",3.81586443647697e-07,-0.467356432824553,0.455,0.778,0.00779619263016609,"Neurons","NEAT1"
"CD55.3",3.8646523854756e-07,-0.331321675354421,0.083,0.325,0.00789587128876519,"Neurons","CD55"
"CEP85L",3.91492859109436e-07,0.527626743158666,0.157,0.056,0.00799859060446488,"Neurons","CEP85L"
"EEF2.3",3.94069588853795e-07,-0.335565615224042,0.661,0.921,0.00805123576987188,"Neurons","EEF2"
"RHOB.7",4.10975050912519e-07,0.764653885834324,0.504,0.398,0.00839663126519367,"Neurons","RHOB"
"SPRY1.9",4.23642145957527e-07,-0.709753555720028,0.074,0.292,0.00865543268405823,"Neurons","SPRY1"
"SERPINE2.9",4.24145799969449e-07,0.405763294976903,0.273,0.129,0.00866572283917581,"Neurons","SERPINE2"
"C4orf48.6",4.25018692397234e-07,-0.420760886597133,0.008,0.193,0.00868355690436789,"Neurons","C4orf48"
"FAM49B.9",4.56094393802145e-07,-0.534418433539891,0.025,0.22,0.00931846455977162,"Neurons","FAM49B"
"SKP1.8",4.66526132060775e-07,0.475188314905609,0.76,0.819,0.00953159540413369,"Neurons","SKP1"
"FCGRT.9",4.85802499907107e-07,-0.451906036430143,0.256,0.557,0.00992543087560211,"Neurons","FCGRT"
"TGM2.8",4.91009084019883e-07,-0.594547364786225,0.017,0.204,0.0100318065956102,"Neurons","TGM2"
"CD34.9",5.03972499154118e-07,-0.494953536773329,0,0.175,0.0102966621302178,"Neurons","CD34"
"FMOD.8",5.11962853764671e-07,-0.578739339153068,0.008,0.189,0.010459913065266,"Neurons","FMOD"
"RNF149.7",5.15921401052056e-07,-0.378726263576229,0.041,0.249,0.0105407901448946,"Neurons","RNF149"
"FAM198B.3",5.33624032329158e-07,0.692338880464952,0.273,0.144,0.010902472604517,"Neurons","FAM198B"
"PCSK7.6",5.52397984230013e-07,-0.467998994100538,0.124,0.376,0.0112860432158034,"Neurons","PCSK7"
"CRTAP.5",5.55031695272009e-07,-0.298267334290272,0.066,0.291,0.0113398525661024,"Neurons","CRTAP"
"LINC00152.3",5.56534500569342e-07,-0.454124184332962,0.017,0.203,0.0113705563811322,"Neurons","LINC00152"
"GSN.12",5.71018991611142e-07,-0.537477225007433,0.95,0.807,0.0116664890176072,"Neurons","GSN"
"HSD17B11.2",5.71082405868844e-07,-0.305752238381428,0.124,0.381,0.0116677846343064,"Neurons","HSD17B11"
"QDPR",5.72054367775778e-07,0.791209724097864,0.231,0.111,0.0116876427880269,"Neurons","QDPR"
"TUBB.6",5.87090457824376e-07,0.51315132139794,0.702,0.691,0.0119948451438098,"Neurons","TUBB"
"DAD1.1",5.9327651514893e-07,0.546938773231906,0.595,0.609,0.0121212324810078,"Neurons","DAD1"
"PDIA3.6",5.95990270500478e-07,0.516464250373079,0.678,0.697,0.0121766772165953,"Neurons","PDIA3"
"VCAN.10",6.00470392767231e-07,-0.76711717443113,0.041,0.242,0.0122682105946273,"Neurons","VCAN"
"DOCK5",6.07458386293084e-07,0.684943897304446,0.157,0.058,0.012410982290354,"Neurons","DOCK5"
"NSA2",6.13387074804612e-07,-0.295287463756958,0.041,0.25,0.012532111325333,"Neurons","NSA2"
"NRP1.6",6.2112144501679e-07,-0.393325230154872,0.017,0.203,0.012690132243138,"Neurons","NRP1"
"ARPC5L.2",6.46548086571093e-07,-0.3739438020081,0.033,0.232,0.013209623956734,"Neurons","ARPC5L"
"TPR.2",6.68088138749107e-07,-0.323352047727718,0.074,0.3,0.013649708762783,"Neurons","TPR"
"RTN4.9",6.7962855903718e-07,0.487825954747574,0.669,0.695,0.0138854910896886,"Neurons","RTN4"
"CSRP1.11",7.00768278986391e-07,0.430346067901042,0.587,0.456,0.014317396707971,"Neurons","CSRP1"
"C7.13",7.0379343212301e-07,-1.61428636641173,0.14,0.359,0.0143792036117052,"Neurons","C7"
"IL33.8",7.22732817421225e-07,-0.455944450462991,0.017,0.202,0.014766154192733,"Neurons","IL33"
"RAB10.1",7.59941147221139e-07,0.7488178476174,0.397,0.286,0.0155263575788751,"Neurons","RAB10"
"CRIM1.9",7.83063083889202e-07,-0.488625498688002,0.017,0.2,0.0159987618669403,"Neurons","CRIM1"
"CLK1",8.174119969983e-07,-0.306722265011988,0.066,0.288,0.0167005445106723,"Neurons","CLK1"
"NNMT.12",8.2428412667783e-07,-0.680259131061128,0.289,0.527,0.0168409489921547,"Neurons","NNMT"
"SNRPD1.2",8.45805484370441e-07,-0.27886047896002,0.099,0.346,0.0172806518511725,"Neurons","SNRPD1"
"PFN1.11",8.59679272346927e-07,-0.40918877245127,0.628,0.898,0.0175641072133201,"Neurons","PFN1"
"LTBP1.9",8.80447662298091e-07,-0.557915935224073,0.025,0.213,0.0179884261884123,"Neurons","LTBP1"
"ICAM1.5",8.94209548669682e-07,-0.472891802300063,0,0.168,0.0182695952888703,"Neurons","ICAM1"
"THSD7A.1",8.99231041397967e-07,0.448981669060363,0.107,0.031,0.0183721894068019,"Neurons","THSD7A"
"ATP5L.6",9.14495925446513e-07,-0.291127714360866,0.413,0.805,0.0186840662527977,"Neurons","ATP5L"
"CD93.11",9.50434143156857e-07,-0.453167602531985,0.008,0.183,0.0194183199788377,"Neurons","CD93"
"LMCD1.8",9.72452674988882e-07,-0.469598173074505,0.017,0.198,0.0198681806026978,"Neurons","LMCD1"
"MYL6.7",9.81949736961657e-07,-0.501663556129955,0.802,0.934,0.0200622150758636,"Neurons","MYL6"
"VWF.11",1.04269718412118e-06,-0.875200411079433,0,0.166,0.0213033461687798,"Neurons","VWF"
"SRGAP2B.2",1.06845998594166e-06,0.687954352454042,0.231,0.112,0.0218297059727741,"Neurons","SRGAP2B"
"SGK1.10",1.07264897288766e-06,-0.540547948192222,0.041,0.238,0.0219152911650677,"Neurons","SGK1"
"ELF1.5",1.07774743896602e-06,-0.333871814495676,0.058,0.271,0.0220194579255147,"Neurons","ELF1"
"PLSCR1.10",1.08854289610335e-06,-0.289588487973502,0.107,0.354,0.0222400199102876,"Neurons","PLSCR1"
"CPVL.9",1.12068968163212e-06,-0.603474790075028,0,0.166,0.0228968108854258,"Neurons","CPVL"
"TNFSF13B.10",1.17230926666498e-06,-0.494171285315914,0,0.165,0.0239514506272323,"Neurons","TNFSF13B"
"TPI1.3",1.19956686947858e-06,0.497138794695645,0.686,0.743,0.0245083507103169,"Neurons","TPI1"
"MXRA8.11",1.2029743567346e-06,0.676027212042564,0.355,0.221,0.0245779690824447,"Neurons","MXRA8"
"SKIL.1",1.23135798123901e-06,-0.298017950004742,0.058,0.268,0.0251578749146942,"Neurons","SKIL"
"PRPSAP1",1.24332316131282e-06,0.734777224211324,0.273,0.149,0.0254023355087822,"Neurons","PRPSAP1"
"TAGLN2.9",1.26050196050359e-06,-0.373550945351915,0.372,0.696,0.0257533155550488,"Neurons","TAGLN2"
"IL13RA1.6",1.27168424773161e-06,-0.326702316040399,0.017,0.196,0.0259817808654044,"Neurons","IL13RA1"
"FCGR2A.11",1.33935268719476e-06,-0.926062564094317,0.008,0.177,0.0273643147520761,"Neurons","FCGR2A"
"DUSP23.8",1.34575280426712e-06,-0.39775106026606,0.058,0.266,0.0274950755439814,"Neurons","DUSP23"
"PLAT.9",1.34927711425651e-06,0.500050161743863,0.339,0.189,0.0275670807213747,"Neurons","PLAT"
"SAMSN1.10",1.40312345440663e-06,-0.589449548572809,0,0.163,0.0286672152969819,"Neurons","SAMSN1"
"SPHK1.1",1.41379667603888e-06,0.638634545764378,0.19,0.082,0.0288852798881503,"Neurons","SPHK1"
"ADAMTS4.9",1.42485692181712e-06,-0.782054555562921,0.025,0.205,0.0291112517696455,"Neurons","ADAMTS4"
"TMED3.4",1.4790719970665e-06,-0.276336885673059,0.041,0.24,0.0302189199720656,"Neurons","TMED3"
"PLOD3",1.47971090250492e-06,0.786552204827889,0.248,0.129,0.030231973449078,"Neurons","PLOD3"
"IGHG4.10",1.54398542966693e-06,-2.0894501991596,0.017,0.193,0.031545166313525,"Neurons","IGHG4"
"MYH11.11",1.55111288646303e-06,-1.01793515482965,0.033,0.211,0.0316907873833262,"Neurons","MYH11"
"FABP4.10",1.60411705181516e-06,-1.83690731950246,0.083,0.28,0.0327737154856355,"Neurons","FABP4"
"IL17RE",1.76620239650215e-06,0.42299019728118,0.107,0.032,0.0360852811629354,"Neurons","IL17RE"
"GEM.10",1.81025167989176e-06,-0.631723859245517,0.025,0.204,0.0369852520718685,"Neurons","GEM"
"LST1.11",1.85154240273854e-06,-0.652736297048752,0,0.16,0.0378288628303511,"Neurons","LST1"
"GLRX.4",1.86093984981938e-06,-0.311678306218372,0.05,0.251,0.0380208620716597,"Neurons","GLRX"
"SLC39A6.1",1.87409333774034e-06,0.658597377212709,0.256,0.136,0.038289600983373,"Neurons","SLC39A6"
"SNHG7.3",1.95762849048996e-06,-0.289658628032121,0.107,0.343,0.0399963076892003,"Neurons","SNHG7"
"LHFP.13",1.97526983468607e-06,-0.446500129391448,0.14,0.383,0.0403567379924712,"Neurons","LHFP"
"TPM2.10",1.9861420306893e-06,-1.43795511363621,0.24,0.456,0.0405788678290132,"Neurons","TPM2"
"MFSD1.5",2.06744994643438e-06,-0.280570366822103,0.033,0.221,0.0422400698556009,"Neurons","MFSD1"
"LYZ.11",2.13519576174683e-06,-1.34806112632045,0,0.158,0.0436241846082494,"Neurons","LYZ"
"RRBP1.2",2.19966346049418e-06,-0.277555504669001,0.083,0.303,0.0449413241613566,"Neurons","RRBP1"
"APOE.8",2.23299654387306e-06,-1.70088647279089,0.099,0.299,0.0456223523878705,"Neurons","APOE"
"IFITM1.8",2.31303504396977e-06,-0.461848732198173,0,0.157,0.0472576189833464,"Neurons","IFITM1"
"THEMIS2.9",2.33366940489173e-06,-0.470442711364276,0,0.157,0.0476791996113429,"Neurons","THEMIS2"
"RNASE1.10",2.3443752365311e-06,-1.37106756857964,0.124,0.331,0.0478979304575669,"Neurons","RNASE1"
"CCND1.4",2.36240415027401e-06,0.700597270493075,0.231,0.115,0.0482662791942484,"Neurons","CCND1"
"PLVAP.11",2.39644872772222e-06,-1.14055701265539,0.017,0.182,0.0489618439560927,"Neurons","PLVAP"
"JCHAIN.12",2.45732854222241e-06,-3.15515434807264,0.025,0.197,0.050205679446146,"Neurons","JCHAIN"
"COL16A1.1",2.55584032359358e-06,0.57640625736675,0.182,0.078,0.0522183736513405,"Neurons","COL16A1"
"PCYT2",2.67178504960637e-06,0.516893104740331,0.132,0.047,0.0545872403485077,"Neurons","PCYT2"
"UAP1.8",2.704861072114e-06,-0.447273183712527,0.05,0.243,0.055263016564361,"Neurons","UAP1"
"TNFSF10.2",2.73748569205059e-06,-0.415656223679266,0,0.155,0.0559295701742856,"Neurons","TNFSF10"
"EGFL7.9",2.7696189864216e-06,-0.911128445721472,0.041,0.218,0.0565860855115798,"Neurons","EGFL7"
"BCAR3",2.80928566379692e-06,0.550124007284998,0.14,0.052,0.0573965153970349,"Neurons","BCAR3"
"CDC42SE2.6",2.8680917921639e-06,-0.403183703327853,0.017,0.186,0.0585979834057007,"Neurons","CDC42SE2"
"GGT5.10",2.88673921233081e-06,-0.499756176053128,0,0.155,0.0589789688471308,"Neurons","GGT5"
"CD52.12",3.01786061081009e-06,-1.05575234991428,0.017,0.18,0.0616579101394609,"Neurons","CD52"
"PCOLCE2.10",3.02392908035951e-06,-0.831956494779008,0.017,0.183,0.0617818950408251,"Neurons","PCOLCE2"
"WLS.1",3.04042341273976e-06,0.714923027815967,0.198,0.091,0.0621188907456861,"Neurons","WLS"
"GNG11.8",3.05147752287682e-06,-0.390830018514005,0.157,0.401,0.0623447372698962,"Neurons","GNG11"
"CYP1B1.8",3.1326202718929e-06,-0.728805295043531,0.008,0.168,0.0640025647750438,"Neurons","CYP1B1"
"CLN8",3.13645069050288e-06,0.555195734816549,0.174,0.073,0.0640808240576644,"Neurons","CLN8"
"ICAM2.7",3.20139226948471e-06,-0.434528729619894,0.017,0.184,0.0654076454578422,"Neurons","ICAM2"
"TCF21.10",3.35429331289397e-06,-0.49239904094073,0,0.153,0.0685315666757367,"Neurons","TCF21"
"FERMT3.10",3.47466257194245e-06,-0.370680495421913,0,0.153,0.0709908310073561,"Neurons","FERMT3"
"PRELP.12",3.51251653070392e-06,-0.931310213467724,0.157,0.367,0.0717642252388117,"Neurons","PRELP"
"CPXM2.9",3.52873726114296e-06,-0.399882071826942,0.008,0.168,0.0720956309824118,"Neurons","CPXM2"
"ARRB2.9",3.55812009886702e-06,-0.484014976832319,0.017,0.182,0.0726959517399522,"Neurons","ARRB2"
"MPST",3.66383775614034e-06,0.787341483417677,0.289,0.172,0.0748558691957033,"Neurons","MPST"
"TMEM204.7",3.6656078041893e-06,-0.393930803761734,0.008,0.167,0.0748920330473917,"Neurons","TMEM204"
"CNN2.1",3.68373209904371e-06,-0.319719596784827,0.025,0.197,0.075262330515562,"Neurons","CNN2"
"INF2",3.69077953777342e-06,0.64003354488842,0.198,0.092,0.0754063167362488,"Neurons","INF2"
"PERP.5",3.739924777234e-06,-0.378933578261246,0.008,0.167,0.0764104031236678,"Neurons","PERP"
"C1orf162.10",3.78807670560683e-06,-0.672721530835659,0.017,0.181,0.0773941951722531,"Neurons","C1orf162"
"GPR183.11",3.8279361354638e-06,-0.59733814739728,0,0.151,0.078208563183661,"Neurons","GPR183"
"ARHGAP12",3.84261552275012e-06,0.497158926196046,0.149,0.057,0.0785084777453077,"Neurons","ARHGAP12"
"ATP1B3.5",3.85602441702713e-06,-0.3157341016887,0.157,0.41,0.0787824348642813,"Neurons","ATP1B3"
"FBLN1.10",3.87663823469336e-06,-2.08447440729097,0.149,0.347,0.07920359577302,"Neurons","FBLN1"
"MT-CYB.3",3.88558084156516e-06,-0.283810679169299,0.802,0.974,0.0793863021740178,"Neurons","MT-CYB"
"LTC4S.7",3.93024378499261e-06,-0.369344860711496,0,0.151,0.080298810771184,"Neurons","LTC4S"
"RGS1.10",3.93876453566119e-06,-1.02667417274154,0.017,0.177,0.0804728982280938,"Neurons","RGS1"
"CCL4.10",4.0093503058089e-06,-1.2427555015314,0.008,0.165,0.0819150360979816,"Neurons","CCL4"
"HNRNPDL.4",4.18384079465986e-06,0.416174030528009,0.694,0.779,0.0854800512756955,"Neurons","HNRNPDL"
"OMD.10",4.25351727843051e-06,-0.560965486710424,0,0.15,0.0869036115156137,"Neurons","OMD"
"MAP1B.12",4.31516602654947e-06,0.66582435543535,0.421,0.293,0.0881631570884321,"Neurons","MAP1B"
"IGHM.12",4.40542942216544e-06,-4.56409358474083,0,0.15,0.0900073285242621,"Neurons","IGHM"
"IGF1.7",4.56265626929092e-06,-0.61238937559138,0,0.149,0.0932196302378829,"Neurons","IGF1"
"SPI1.10",4.6405681792226e-06,-0.539269567838108,0.008,0.165,0.0948114484696969,"Neurons","SPI1"
"HSPA5.5",4.69291879171528e-06,0.72830646403546,0.579,0.579,0.0958810238335349,"Neurons","HSPA5"
