"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DEXI",5.27611136846933e-06,0.343791937182248,0.144,0.049,0.0964631441497248
"STX7",5.29611300944369e-06,0.516243238132314,0.195,0.078,0.0968288341516589
"MSN",5.33527525559615e-06,-0.934122990056365,0.331,0.493,0.0975448374980643
"KLF5",5.40239589733011e-06,-0.991610225380749,0.068,0.241,0.0987720041908865
"HSP90AB1",5.41424420054964e-06,0.535217624636659,0.754,0.533,0.098988626718649
"IMPAD1",5.49683327320052e-06,0.47639464060841,0.322,0.158,0.100498602733925
"TUBA1C",5.50152437513681e-06,0.300836099325714,0.229,0.096,0.100584370150626
"GPAA1",5.57026749951215e-06,0.477027537615937,0.254,0.113,0.101841200693581
"SAV1",5.59206389371563e-06,0.338304451164916,0.203,0.08,0.102239704168803
"SEC13",5.66008721340502e-06,0.514766522002676,0.212,0.088,0.103483374522684
"CYFIP2",5.77528183287089e-06,-1.011002647635,0.178,0.354,0.105589477750379
"PPP2R5C",5.78380780644796e-06,-0.898288181085044,0.102,0.287,0.105745358125288
"PRDX1",5.91346358423506e-06,0.485783905915134,0.432,0.224,0.10811585471057
"ARHGAP5",5.93442358436016e-06,0.4546564914366,0.246,0.106,0.108499066392857
"ZC3H7B",5.96193561794036e-06,0.332200987161696,0.119,0.036,0.109002068902804
"PHYH",5.9909929237041e-06,0.342851914338355,0.102,0.029,0.109533323624082
"SBF2",6.22365877789716e-06,0.349484711550361,0.119,0.037,0.113787153436294
"HLA-DRB5",6.23048270808465e-06,-1.36904256162453,0.051,0.228,0.113911915351912
"ZHX1",6.27569781943707e-06,0.50784716775589,0.144,0.05,0.114738583232768
"PTBP3",6.28687114858921e-06,-0.95610362662668,0.144,0.328,0.114942865209657
"SLC9A3R1",6.44258904216754e-06,-1.02932107412745,0.085,0.26,0.117789855457949
"ERLEC1",6.64466351156698e-06,0.394035832382195,0.22,0.092,0.121484382981979
"ATP2B1",6.71740676588094e-06,-1.17414863928852,0.085,0.255,0.122814347900601
"MPG",6.77390776611922e-06,0.393226605017212,0.178,0.067,0.123847355687958
"KCNMA1",6.86535379812062e-06,0.466733784353903,0.119,0.038,0.125519263491039
"PSMB10",7.04737648737197e-06,-0.930167619607644,0.051,0.216,0.128847184318622
"C11orf68",7.11140979917366e-06,0.30426997934381,0.136,0.045,0.130017905358292
"PTPN6",7.11297473405659e-06,-0.927454940514436,0.008,0.162,0.130046517062757
"IPO7",7.65364019757562e-06,0.465138065041493,0.288,0.134,0.139931503732275
"DTX3",7.6736401494435e-06,0.547536649187794,0.169,0.064,0.140297162852276
"RPL36AL",7.70055912340088e-06,-0.638758025042454,0.712,0.809,0.140789322453138
"AKT1S1",7.7168161277266e-06,0.419818437174111,0.119,0.037,0.141086549263225
"RAB5B",7.83888641982313e-06,0.499561974536518,0.297,0.141,0.143318360413626
"STOML2",7.85688623496824e-06,0.337787295983145,0.178,0.067,0.143647451033924
"PRNP",7.96789471323203e-06,0.537671863148806,0.322,0.162,0.145677019042021
"ITPR1",7.99334818917617e-06,0.439250673550623,0.212,0.088,0.146142384942708
"TTC39C",8.01843869456697e-06,-0.918838332673283,0,0.146,0.146601114652768
"CAVIN2",8.03360955151676e-06,0.487185305077014,0.136,0.046,0.146878483430381
"AHCYL1",8.04840382759761e-06,0.440077056854906,0.305,0.147,0.147148967179967
"CUX1",8.05171733099114e-06,0.449295176165762,0.314,0.154,0.147209547962511
"NBEAL1",8.08000500552513e-06,0.333355078260761,0.11,0.033,0.147726731516016
"JUNB",8.12499008362794e-06,0.752219761387405,0.576,0.378,0.14854919369897
"RDX",8.46580225262963e-06,0.377530507591208,0.254,0.114,0.154780262584828
"WLS",8.58780558642921e-06,0.325161630541112,0.11,0.033,0.157010849536685
"CCPG1",9.04461462817962e-06,0.337549606556149,0.169,0.063,0.165362689247008
"FGR",9.24311748498284e-06,-1.0988448735255,0.017,0.173,0.168991916977941
"TMBIM6",9.6102962816395e-06,-0.735701157552798,0.483,0.632,0.175705046917215
"TC2N",9.67213465024968e-06,-1.09352129023873,0.068,0.231,0.176835637810515
"CNOT6L",9.78598833170078e-06,-0.92732764407145,0.076,0.251,0.178917224668485
"ZDHHC14",9.84915321329117e-06,0.364799097831498,0.102,0.03,0.180072068198602
"TPT1",1.01910625446569e-05,-0.433501300958631,1,0.978,0.186323196503962
"AHI1",1.03447527999467e-05,0.281819216770271,0.203,0.081,0.189133115441426
"PDCD4",1.03708291508331e-05,-1.03313893718819,0.11,0.282,0.189609869364682
"RUNX1T1",1.05189272661606e-05,0.319065150037461,0.127,0.042,0.192317547207214
"SAMSN1",1.05768285906714e-05,-0.88350865527993,0.008,0.159,0.193376157123246
"KIAA1671",1.06136987036883e-05,0.542634718589358,0.153,0.055,0.194050253399534
"TMEM147",1.0793585868819e-05,0.391244911659997,0.246,0.11,0.197339130439617
"CHST14",1.0849317008225e-05,0.318237003168583,0.102,0.03,0.198358062861377
"PPP1R16B",1.09513928600016e-05,-0.863326034821321,0,0.142,0.20022431565941
"NDUFA5",1.10733537328656e-05,0.36495012146051,0.288,0.132,0.202454126297982
"ATXN7",1.10846769299486e-05,-0.885796887776069,0.042,0.203,0.20266114831025
"SMC4",1.11054316118367e-05,0.382644856903259,0.28,0.13,0.203040606159211
"SATB1",1.18312633230143e-05,-1.02190169681363,0.042,0.203,0.216310987334671
"PGK1",1.18400770934062e-05,-0.876387053552283,0.229,0.393,0.216472129498746
"MTHFD1",1.20320737496587e-05,0.352167660559586,0.144,0.051,0.21998240436501
"SH3BGRL",1.2084485350076e-05,0.457891966617655,0.525,0.309,0.22094064565544
"TRIM8",1.21721544121981e-05,0.305907952623068,0.203,0.083,0.222543499118219
"C1RL",1.22934817710985e-05,0.405933070942746,0.212,0.089,0.224761727220994
"GOLGA8A",1.23306113097034e-05,-1.01295269145255,0.119,0.286,0.225440566575307
"KDSR",1.23703634384838e-05,0.353813734378218,0.331,0.164,0.226167354745798
"MAF",1.24033427413069e-05,-1.21226926822358,0.068,0.227,0.226770315339313
"DCAF6",1.26835911923157e-05,0.319662128821441,0.161,0.059,0.231894097769107
"CBX7",1.2824498037614e-05,0.508136504318177,0.288,0.138,0.234470297621697
"C5orf24",1.28249857116087e-05,0.50812666243877,0.288,0.136,0.234479213765342
"PRRC2C",1.3041993387766e-05,-0.708353151711055,0.398,0.549,0.238446765108526
"YWHAZ",1.31001335663213e-05,-0.617691720926612,0.686,0.751,0.239509741993053
"PLPPR2",1.34725282462673e-05,0.30764072511675,0.11,0.034,0.246318233926505
"PNMA1",1.35161721878334e-05,0.393375530021267,0.144,0.051,0.247116176110159
"RPL12",1.35765256642174e-05,-0.450691360770743,0.907,0.907,0.248219618718887
"NLRC3",1.364377518435e-05,-0.937597019178113,0.034,0.193,0.249449141695471
"TXNL1",1.37016824923976e-05,0.46044718492122,0.203,0.084,0.250507861008506
"RNASET2",1.38026915928757e-05,-0.993824286896797,0.186,0.359,0.252354610392546
"CD8B",1.38526788442292e-05,-1.26875344746814,0.025,0.177,0.253268527309042
"TMED2",1.38926406877943e-05,0.410676495079686,0.398,0.209,0.253999149694942
"TBC1D1",1.39359303495089e-05,0.375955341936663,0.203,0.083,0.25479061458007
"LY9",1.4495663527764e-05,-0.930335627285781,0,0.139,0.265024216278109
"MAGT1",1.45666107422863e-05,0.452953883330328,0.373,0.198,0.266321344201221
"PNRC2",1.46111990750302e-05,0.458397773987328,0.28,0.132,0.267136552688777
"NFYB",1.47696513077472e-05,0.439546649083031,0.169,0.066,0.270033534859542
"TMEM165",1.48957060883584e-05,0.395154051322808,0.203,0.085,0.272338194413457
"CD34",1.50003532962777e-05,0.364790189316609,0.169,0.066,0.274251459315845
"PJA2",1.50251728996552e-05,0.627593234179284,0.398,0.221,0.274705236124395
"PTGES3",1.51045832495451e-05,0.369097229770316,0.542,0.305,0.276157095551433
"STXBP2",1.51496673494634e-05,-0.834298460186698,0,0.138,0.276981368150239
"AMFR",1.54552895198989e-05,0.376203354804627,0.203,0.084,0.282569058292312
"PDXDC1",1.54983827100239e-05,0.508501334142901,0.178,0.072,0.283356931087368
"TRMT5",1.57799271022093e-05,0.267568853958251,0.144,0.051,0.288504407209694
"SASH3",1.6066840898864e-05,-0.822783979892444,0,0.137,0.293750052153931
"PAGR1",1.62200326695871e-05,0.295846557291194,0.178,0.069,0.296550857298061
"MAST4",1.63446269812437e-05,0.480326734824748,0.186,0.075,0.298828815098078
"FGD3",1.63627776333858e-05,-0.926692260074529,0.017,0.162,0.299160663471192
"SLAMF7",1.65176630788165e-05,-0.971119637290895,0.017,0.161,0.301992434070002
"SEPT2",1.6604759610591e-05,0.424248587136801,0.551,0.326,0.303584819960435
"CRIP1",1.67275113975933e-05,0.492684758495563,0.644,0.452,0.305829090882199
"ABHD17A",1.67376556685626e-05,-0.892840856028639,0.102,0.265,0.306014558588329
"PTP4A2",1.69968300239492e-05,-0.768989776923069,0.449,0.587,0.310753043327863
"MLLT6",1.70399173381258e-05,-0.873426950563308,0.271,0.418,0.311540808692954
"SDC3",1.70451903208381e-05,0.392236112132492,0.178,0.071,0.311637214635884
"RPL29",1.71215508318417e-05,-0.566263920424928,0.585,0.74,0.313033313858562
"AIF1",1.75455185836959e-05,-1.28071630908564,0,0.136,0.320784716265711
"ARPC1B",1.77476155411319e-05,-0.683135205557105,0.178,0.37,0.324479654938514
"SH2D1A",1.80534189520941e-05,-0.914497182071828,0.008,0.149,0.330070658701137
"AOAH",1.80674421325282e-05,-0.90821590726373,0,0.136,0.330327044509012
"DENND4B",1.85184252408137e-05,-0.876843086936873,0.025,0.173,0.338572368677796
"MYH9",1.9072323273078e-05,0.538866994345532,0.856,0.708,0.348699286401686
"SPN",1.9173662954214e-05,-0.677804536909048,0.127,0.312,0.350552079791895
"FBXL3",1.91829494549978e-05,0.440032979906224,0.186,0.075,0.350721864885725
"RACK1",1.97041575175313e-05,-0.466929991836471,0.839,0.872,0.360251111893025
"PSTPIP1",1.97262304615296e-05,-0.824028968911861,0,0.135,0.360654671528145
"RPLP0",2.01432352869253e-05,-0.528909739717405,0.636,0.725,0.368278770750855
"ARHGAP1",2.0543907624025e-05,0.437050002087906,0.339,0.169,0.375604263090049
"ARHGAP23",2.06265095614601e-05,0.35096925969762,0.169,0.066,0.377114474312174
"OGT",2.12442969115665e-05,-0.976875678481649,0.186,0.358,0.38840948043417
"EI24",2.14583324491279e-05,0.623769389811027,0.271,0.127,0.392322692167406
"CCDC88C",2.15340518321972e-05,-0.838902235136142,0,0.134,0.393707069648062
"NUMBL",2.16866256939643e-05,0.291498728381696,0.119,0.039,0.396496577562749
"HLA-DMA",2.17310198243208e-05,-1.07871228792046,0.034,0.185,0.397308235448057
"ACTR3",2.19055595884535e-05,-0.860895044751225,0.153,0.326,0.400499345955695
"COA4",2.19776823603904e-05,0.305230937729794,0.136,0.048,0.401817966595017
"FERMT3",2.20006839193336e-05,-0.840483440102986,0.025,0.172,0.402238504097176
"RHOQ",2.2041935259208e-05,0.364068639014799,0.263,0.122,0.402992702344099
"ZHX3",2.22966767104008e-05,0.357598696922649,0.28,0.131,0.407650140296259
"PTPN22",2.23874991679302e-05,-0.971773934317228,0.025,0.169,0.409310647287268
"LSM5",2.24804092572048e-05,0.348270588646585,0.22,0.095,0.411009322449475
"NDUFB7",2.25103586085531e-05,0.417321598856583,0.288,0.14,0.411556886440176
"CYSTM1",2.28395010124932e-05,0.366715951253066,0.136,0.048,0.417574597011412
"KIF21B",2.33545293607553e-05,-0.934927607547852,0.008,0.148,0.42699086030269
"YIPF3",2.40345011987252e-05,0.332234624211275,0.263,0.121,0.439422785416292
"KIF1BP",2.4043313328076e-05,0.294856047800818,0.102,0.031,0.439583897577214
"ACVR1",2.42720590523336e-05,0.325037492838562,0.127,0.044,0.443766055653816
"CAPN15",2.61008833662042e-05,-0.99959340437569,0.068,0.225,0.47720245058431
"C1orf123",2.67831400632543e-05,0.445160062084111,0.186,0.078,0.489676149776478
"DENND1C",2.71479925406355e-05,-1.02432607100288,0.042,0.189,0.49634674762044
"CANX",2.74156124801844e-05,0.497127502577953,0.61,0.399,0.501239642975211
"HOPX",2.81169051172621e-05,-1.10196244211819,0.025,0.169,0.514061376258903
"RGCC",2.81402512794274e-05,-0.875755014922176,0.034,0.186,0.514488214141771
"P4HB",2.81475134146925e-05,0.390662796249079,0.517,0.296,0.514620987760824
"CYB5R1",2.86241956746767e-05,0.373290026236174,0.153,0.058,0.523336169520115
"ILK",2.868657896469e-05,0.433830819833768,0.246,0.114,0.524476723211427
"ATF4",2.88510537936151e-05,0.621102631368114,0.424,0.252,0.527483816508664
"CCT4",2.94039983708945e-05,0.358031067130807,0.331,0.17,0.537593302215065
"TFG",2.96952847913688e-05,0.415528740619051,0.229,0.106,0.542918891840597
"RSU1",3.0390369669662e-05,0.484691306385265,0.373,0.202,0.55562712867043
"SPART",3.05148610314353e-05,0.299140861923896,0.314,0.153,0.557903204237731
"BNIP3",3.09328679403221e-05,0.285869675153756,0.161,0.061,0.56554562455291
"EEF1G",3.09479781771291e-05,-0.491286245751194,0.669,0.746,0.565821885012452
"CTNNB1",3.29383205427128e-05,0.391517242630675,0.339,0.175,0.602211314482418
"CRYBG1",3.33423414145105e-05,-0.88588009115909,0.025,0.165,0.609598028081495
"RNF11",3.35011764824409e-05,0.413103160409783,0.254,0.121,0.612502009628467
"KDELR1",3.3647504545326e-05,0.539885539110898,0.288,0.145,0.615177325602196
"RNF166",3.38322507392872e-05,-0.787058601308246,0.051,0.203,0.618555040266389
"TAP1",3.43100069753503e-05,-0.748091877768745,0.025,0.17,0.62728985753033
"ZC3HAV1",3.45139116408954e-05,-0.953634805764706,0.246,0.403,0.63101784653049
"MRPL43",3.50558296713996e-05,0.420172957877873,0.212,0.093,0.640925733882199
"PDLIM2",3.51119939810876e-05,0.518792176235557,0.186,0.08,0.641952585956225
"ATF7",3.54875331571334e-05,0.355673788515101,0.153,0.058,0.648818568711871
"KRT8",3.55415597704095e-05,0.314376040587515,0.161,0.062,0.649806337282397
"PPP6R1",3.55936182957255e-05,-0.878655420407611,0.051,0.199,0.650758123300749
"COPS8",3.64798582125358e-05,0.384415600010534,0.212,0.091,0.666961247699792
"DOK2",3.68578203677015e-05,-0.742277801309077,0,0.127,0.673871529782686
"GLG1",3.69673471034335e-05,0.537959521801574,0.432,0.265,0.675874007092074
"RGS10",3.79246378275579e-05,-0.882456538918627,0.034,0.175,0.69337615340124
"PIK3R5",3.84899809567379e-05,-0.775903410763689,0,0.127,0.703712321832039
"DYNLRB1",3.96618194542717e-05,0.433684869526456,0.432,0.257,0.725137045082449
"GATA3",3.96664291350464e-05,-0.954964216193721,0.017,0.152,0.725221323876053
"FAM198B",4.02621672637796e-05,0.301141847313801,0.195,0.083,0.736113204083683
"TOB2",4.15087266579751e-05,0.401791557511228,0.212,0.095,0.758904049487759
"CAPZB",4.27277597963178e-05,-0.784186671284618,0.331,0.461,0.781191632356079
"CEP162",4.39299585642324e-05,0.311907687454056,0.144,0.054,0.803171432429861
"S1PR3",4.43230187910631e-05,0.267754809328727,0.102,0.032,0.810357752557006
"ISG20",4.46792000320679e-05,-0.815597904941385,0.017,0.154,0.816869814186298
"ARHGEF3",4.5158195527323e-05,-0.822505739866728,0.008,0.138,0.825627288826046
"XBP1",4.53702077629726e-05,0.344460942795735,0.271,0.131,0.829503508530428
"C20orf194",4.65955355631081e-05,0.413548040903579,0.153,0.059,0.851906176700306
"IPO5",4.73126942914641e-05,0.300464236523721,0.246,0.114,0.865017989730838
"TSC22D4",4.85293120144064e-05,-0.851423356562359,0.042,0.184,0.887261411559392
"TP53BP2",4.91361655189779e-05,0.361308951515533,0.136,0.05,0.898356514183473
"ZBTB38",5.0026088155842e-05,0.296860317147029,0.322,0.162,0.914626969753259
"C1orf162",5.02576699404976e-05,-0.956014223991987,0.042,0.191,0.918860979522117
"RNF44",5.02824019117918e-05,-0.805810628419544,0.085,0.24,0.919313154153289
"DUSP3",5.04097461901456e-05,0.365946533822219,0.178,0.073,0.921641389594432
"FAM129B",5.08321148184458e-05,0.394495767994607,0.203,0.089,0.929363555225645
"DGKD",5.19244148832829e-05,-0.843948469921431,0.008,0.136,0.949334077311062
"ARHGAP15",5.23992321989056e-05,-0.762149532966507,0.008,0.138,0.958015162292591
"GIMAP7",5.2441752715472e-05,-0.902169770625021,0.025,0.163,0.958792564896974
"TAF10",5.24973344914027e-05,-0.809577177361398,0.119,0.286,0.959808766506316
"EMP3",5.30322292188622e-05,-0.843726841949042,0.297,0.451,0.969588246808457
"HACD3",5.3253860139249e-05,0.485719018710892,0.203,0.091,0.973640324925889
"SEPT1",5.38042820911861e-05,-0.975772973008492,0.093,0.238,0.983703689473155
"RBMXL1",5.38171717505906e-05,0.258340354717896,0.119,0.041,0.983939351116047
"CDIPT",5.60287965806396e-05,0.359618968205682,0.297,0.151,1
"DAZAP2",5.62356767838641e-05,-0.741749723171214,0.331,0.461,1
"ITGB2-AS1",5.63648772058358e-05,-0.827907258403096,0.008,0.137,1
"UNC50",5.76346064143624e-05,0.377363336106403,0.153,0.059,1
"NUDT16",5.85746065332471e-05,0.429706782732169,0.119,0.042,1
"FAM102A",5.98335283023873e-05,-0.972993170723141,0.085,0.227,1
"CMTM7",6.08108410352014e-05,-0.931712067114754,0.034,0.172,1
"UBE2D4",6.13558779004485e-05,0.415446388780438,0.119,0.041,1
"HLA-DMB",6.15877718467455e-05,-1.04428617192888,0.025,0.158,1
"ASPH",6.16759774168115e-05,0.569720605187575,0.246,0.119,1
"ITGA4",6.27375838596589e-05,-0.774159801915841,0,0.12,1
"CD14",6.39805251204962e-05,-1.47652465547864,0.017,0.145,1
"MFNG",6.5623150160657e-05,-0.750375883681865,0.017,0.148,1
"IFT57",6.61722049194215e-05,0.305441519570845,0.119,0.042,1
"COMT",6.62902949583808e-05,0.438954938493894,0.237,0.111,1
"EXT2",6.88536613805211e-05,0.3184943089352,0.119,0.042,1
"MBTPS1",6.97449220551627e-05,0.338293516246536,0.297,0.15,1
"LOC100190986",6.97629979374065e-05,-0.755781220992083,0.186,0.347,1
"RGS3",7.04462982467194e-05,0.335766768083025,0.144,0.056,1
"RPS19BP1",7.1879381153385e-05,0.315188569251218,0.169,0.071,1
"ATXN10",7.63624266766982e-05,0.35313280011359,0.212,0.097,1
"CLTA",7.65238795981109e-05,0.322416021287387,0.237,0.112,1
"KIF5B",7.7326843769865e-05,0.410194050220178,0.441,0.264,1
"KIAA1191",7.75472902261379e-05,0.370055809678485,0.22,0.101,1
"SKI",7.82032667423741e-05,0.401148942441995,0.492,0.301,1
"SLAMF6",7.94161145079574e-05,-0.828874007616747,0.093,0.248,1
"TGFBR1",7.96208823947337e-05,0.443412082620739,0.271,0.133,1
"MCUB",8.05505243058455e-05,-0.775278553765651,0.008,0.13,1
"STX16",8.05859724012817e-05,-0.821795068334667,0.102,0.25,1
"ACTG1",8.23638865063922e-05,0.327759571969819,0.949,0.9,1
"SLC1A4",8.37255263820663e-05,0.388388378854047,0.119,0.042,1
"LIN7C",8.37901167611011e-05,0.299365836853539,0.186,0.082,1
"C1orf43",8.39559665770433e-05,0.380510135651635,0.364,0.197,1
"RAB27A",8.66721498682102e-05,-0.985429340588757,0.161,0.302,1
"PHPT1",8.74387272874213e-05,0.379056134724235,0.246,0.116,1
"HMG20A",8.7588198526436e-05,0.306237675534967,0.11,0.038,1
"JMJD8",8.78560014207064e-05,0.273042613469125,0.195,0.085,1
"TTC3",8.86128196564469e-05,0.285554097340196,0.475,0.282,1
"WWC3",9.06362360062615e-05,0.25145855709455,0.28,0.138,1
"CHD2",9.0699816447566e-05,-0.952371796556003,0.11,0.253,1
"FH",9.20503149882191e-05,0.317449524172914,0.119,0.043,1
"OBSL1",9.21511520626654e-05,0.358226218194328,0.136,0.052,1
"PARVG",9.28652713817635e-05,-0.763547669009168,0.025,0.157,1
"PRCP",9.38217878277792e-05,0.405905298550557,0.246,0.118,1
"ABI2",9.39249202453183e-05,0.37706536514322,0.28,0.142,1
"INPP4A",9.62486209913804e-05,-0.782420817797808,0.017,0.143,1
"HIGD2A",9.84223970221821e-05,-0.749730344836965,0.076,0.226,1
"RFLNB",9.98895101734011e-05,-0.899385089285015,0.042,0.179,1
"LUZP1",0.000101190393128037,0.28511174734047,0.153,0.061,1
"CALCOCO2",0.000104707552470196,0.406563290655789,0.28,0.143,1
"PTGER2",0.00010622072784871,-0.762759822730081,0,0.114,1
"EIF4E",0.000106667934038773,0.358577813996537,0.203,0.092,1
"SERPINB1",0.000107274437959406,-0.811402274732328,0.068,0.211,1
"FLOT2",0.000109849086770045,-0.742718741938566,0.034,0.166,1
"NOB1",0.000110866433318696,0.357277392459227,0.127,0.048,1
"GOLPH3",0.000111200431601339,0.427926066235787,0.229,0.112,1
"TRAM2",0.000112729802576314,0.344112853272953,0.153,0.061,1
"SCMH1",0.000114024118161242,0.343812108871326,0.102,0.034,1
"DDX17",0.000114164042025063,-0.827640207780151,0.449,0.53,1
"CD109",0.000114360114112288,0.258834690173542,0.169,0.071,1
"LEF1",0.000115898347584674,-0.878668100163164,0.008,0.128,1
"TSPAN32",0.000117279083179874,-0.722415893890289,0,0.112,1
"MTHFD2",0.000117720256404892,0.276146503449532,0.186,0.081,1
"DNASE2",0.000120036019174303,0.366298923524375,0.186,0.083,1
"SPIN1",0.000120907966762658,0.307233117601527,0.178,0.077,1
"TRIM5",0.000121130543075476,0.286202629159318,0.161,0.067,1
"FBXO21",0.00012214106360772,0.276273242368642,0.119,0.043,1
"PRKCQ",0.000123204070334618,-0.832628051821239,0.017,0.138,1
"BIN1",0.000123770364289322,-0.797649366012631,0.051,0.181,1
"LRP4",0.000125223811331862,0.46172094551357,0.415,0.253,1
"IRF1",0.000125366531556301,-0.763269793077956,0.195,0.343,1
"TYK2",0.000125831523146962,-0.825551285661961,0.051,0.187,1
"TMEM109",0.000125910357514271,0.415432835891411,0.356,0.193,1
"CYP51A1",0.00012595046419661,0.32796448953175,0.136,0.053,1
"TXNDC15",0.000126420213146581,0.505823887186085,0.237,0.117,1
"UBQLN2",0.000126762392394828,0.265579582904319,0.169,0.071,1
"SCML4",0.000127333483549693,-0.667790810868533,0.085,0.237,1
"ZMYND11",0.000128684748839549,0.43610792161612,0.305,0.159,1
"LIME1",0.000129549866662118,-0.733542138950801,0.034,0.163,1
"FKBP2",0.000130380835143295,0.360522689291492,0.246,0.121,1
"SH3BP1",0.000131790035108416,-0.702894280476993,0.008,0.126,1
"LFNG",0.000136048972634811,-0.722602346992133,0.008,0.124,1
"LILRB2",0.000136978020360418,-0.84610094698581,0,0.11,1
"SEC23A",0.000137125830894245,0.257767201011692,0.161,0.066,1
"SIGMAR1",0.000137227270404421,0.300118124965258,0.186,0.082,1
"TRAT1",0.000137453235330571,-0.953828953143918,0.017,0.137,1
"TMEM59",0.000137915911836613,0.393234098364899,0.492,0.304,1
"SP110",0.000138660664002915,-0.840411892358552,0.102,0.244,1
"RUSC1",0.000138936417929955,0.262808682164749,0.136,0.052,1
"CD3G",0.000139727845417157,-0.783268388987119,0.008,0.123,1
"MATK",0.000140893264921351,-0.696438380817096,0,0.11,1
"NEAT1",0.000143129243147026,-0.885499669380323,0.246,0.395,1
"SEL1L3",0.000143423395763802,-0.803992066572274,0.017,0.138,1
"OGA",0.000146864583717934,-0.824279056340269,0.195,0.343,1
"SPTAN1",0.000148398363844745,0.280244236355622,0.458,0.265,1
"NME3",0.000148509321778245,0.319151510441512,0.203,0.093,1
"PURA",0.000151027278666214,0.336870962178298,0.373,0.206,1
"NRBP2",0.00015331989017605,0.295934946425043,0.153,0.062,1
"IL27RA",0.000155250096332175,-0.742833992926179,0.017,0.138,1
"FAM107B",0.000155355668345491,-0.792390912464043,0.136,0.281,1
"RPL36A-HNRNPH2",0.000157498069515872,-0.743923805403679,0.364,0.47,1
"HERPUD1",0.000157933220941498,0.488819680873982,0.263,0.137,1
"RPL9",0.000159576339827431,-0.414815914069981,0.949,0.963,1
"MTX2",0.000161345053505807,0.349746970971719,0.11,0.04,1
"DYNC2H1",0.000163457406950087,0.401024559466091,0.119,0.044,1
"PIGK",0.000164780329181856,0.403012820154404,0.153,0.064,1
"STAM2",0.000165353879643542,0.360065899383262,0.186,0.084,1
"SOX4",0.000165649223564306,0.392677571598706,0.178,0.08,1
"SHMT2",0.000165965272611642,0.25502630479982,0.136,0.053,1
"DNAJC3",0.00017088260232789,0.454171552106427,0.271,0.144,1
"CSF1R",0.000171549647256257,-0.935919880612116,0,0.108,1
"FAM234A",0.00017176048028449,0.369419096842324,0.127,0.049,1
"PFDN4",0.000172522154599532,0.319745073490625,0.153,0.063,1
"ZNF25",0.000172881266992076,0.258157034254653,0.11,0.039,1
"CHMP2A",0.000173913721136891,0.39383402122338,0.297,0.156,1
"LDHA",0.000174679596470054,0.335221851180556,0.585,0.398,1
"DGKA",0.000175245083759821,-0.970266224527923,0.169,0.312,1
"ETFRF1",0.000175264403778236,0.321141493516129,0.119,0.044,1
"ACAT1",0.000175657682550778,0.281193310341576,0.119,0.044,1
"TMEM87A",0.000179850520406507,0.353076499671119,0.347,0.194,1
"NDUFS5",0.000180767551472972,0.451104890548694,0.441,0.268,1
"MMGT1",0.000182065961400072,0.392066293886365,0.186,0.085,1
"SKAP1",0.000182808528043721,-0.734647256231629,0.017,0.135,1
"ABCA1",0.000183250467990455,0.291094103410638,0.195,0.089,1
"ABRACL",0.000184032264562512,-0.706008074546184,0.042,0.176,1
"MEG3",0.000185613127196048,0.462192224502641,0.153,0.064,1
"MYBL1",0.000185910196582181,-0.776195045736555,0.017,0.135,1
"GRK6",0.00018680794378661,-0.727947418165444,0.034,0.163,1
"RPS26",0.000194878718072997,-0.930516972921854,0.169,0.297,1
"RNH1",0.000198861654979346,0.343557724004353,0.331,0.176,1
"MOB3A",0.000198930621432567,-0.961148296813121,0.076,0.21,1
"AP1G2",0.000203599024897847,-0.701300769335088,0.034,0.162,1
"TRABD",0.000208329519704057,-0.750437507239024,0.042,0.167,1
"FAM78A",0.000208730343854463,-0.677969392301605,0,0.105,1
"CD27",0.000209131825049461,-0.762956825510552,0.008,0.119,1
"PLPBP",0.000210470913946493,0.292409415887182,0.237,0.116,1
"TXN",0.000215368046582002,0.306297614302172,0.39,0.224,1
"USO1",0.000217433560265323,0.373961027377949,0.28,0.148,1
"ABRAXAS2",0.000217666872468925,0.287431646831793,0.11,0.04,1
"MRPL34",0.000218057213014458,0.378223922916953,0.203,0.097,1
"IMPDH2",0.000221986498908466,0.387873991356933,0.195,0.092,1
"CMBL",0.000223616901595599,0.298782051119595,0.161,0.069,1
"HMGA1",0.000224623910065026,-0.744426738783578,0.051,0.185,1
"C16orf54",0.000227321157649979,-0.720192177824518,0.008,0.117,1
"MAP4",0.000229104930410111,0.621897606574195,0.305,0.162,1
"SPI1",0.000229665141697055,-1.07805317463317,0.042,0.168,1
"MRPS21",0.000230808445739602,0.335540790810895,0.331,0.18,1
"ATP6V1E1",0.000232357337954628,0.334811385495017,0.305,0.165,1
"CETN2",0.000233327160182205,0.486620765732942,0.136,0.056,1
"VAV1",0.000233418297955596,-0.651899140605734,0,0.104,1
"PRRC1",0.000233862679210356,0.37509517903452,0.153,0.065,1
"SH3BP2",0.000238076084416819,-0.775107510106498,0.076,0.209,1
"TIMM10",0.000239293249123619,0.314340306573218,0.127,0.05,1
"CMAS",0.000239522109460005,0.464129266626203,0.161,0.07,1
"RNASE1",0.000242471488709834,-1.7023063039979,0.093,0.22,1
"HLA-DRB6",0.00024619230279067,-1.36489982668562,0.068,0.195,1
"ITGAX",0.000248769221967439,-0.909793513260562,0.008,0.116,1
"CD300A",0.000250281872458553,-0.650760339687537,0,0.103,1
