"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"STIM2",0.000251608828907532,-0.7172907737096,0.025,0.143,1
"NDUFAF3",0.000251648208215914,0.291978530767259,0.22,0.108,1
"PTPN7",0.000253795437910142,-0.679602393641023,0,0.102,1
"SLMAP",0.00025413137571393,0.389114561037735,0.161,0.07,1
"FBH1",0.000254365433230372,0.367610762779669,0.229,0.114,1
"SEPT7",0.000256072747239931,0.453277185812789,0.534,0.355,1
"BCL7C",0.000256078101857097,0.335351050647552,0.186,0.085,1
"MMADHC",0.000261377329189768,0.361475972976238,0.203,0.095,1
"CYBC1",0.000262385906433286,-0.75272040884109,0.051,0.172,1
"PIP4K2B",0.000262571652969587,0.376896426823358,0.237,0.12,1
"PM20D2",0.000267912215213894,0.332796344057881,0.119,0.046,1
"CCR5",0.000275917521892573,-0.644673011060312,0,0.101,1
"PRKD3",0.00027614002775604,0.393349122740024,0.195,0.092,1
"IL11RA",0.000276422349663592,0.371998893018556,0.178,0.08,1
"MTCH1",0.000277306980982411,0.32913172354228,0.331,0.182,1
"ATP8A1",0.000279174714501128,-0.752529449303803,0.008,0.116,1
"SERPINA1",0.000280567533005354,-1.32742706194078,0.042,0.163,1
"GPR171",0.000281703253938779,-0.752951248253337,0.017,0.13,1
"HNRNPC",0.000285878334601026,-0.666395753501122,0.415,0.534,1
"CISD1",0.000287405850710562,0.317027347838575,0.144,0.06,1
"FAM20B",0.000287984508132301,0.349775117467264,0.229,0.112,1
"RBM39",0.000291922247267307,-0.712131606373981,0.22,0.366,1
"ELF1",0.000294045669277592,-0.715905042647845,0.042,0.164,1
"SAMD9",0.000294628154922466,-0.850439124508027,0.034,0.15,1
"CD5",0.000294628576797612,-0.716864877884171,0.017,0.129,1
"INF2",0.000298436932994349,0.418139213622524,0.195,0.092,1
"CAPG",0.000299842264867255,-0.902525627580132,0.034,0.149,1
"ZFYVE28",0.00030165389895137,-0.725392305473223,0.017,0.126,1
"PLEKHA2",0.000301739555468881,-0.911960313584524,0.127,0.257,1
"TMEM167B",0.000303469698703416,0.346619984019207,0.169,0.075,1
"FCGR3A",0.000304128515641171,-0.856478249618697,0,0.1,1
"NME4",0.000306782836613438,0.399523808932617,0.153,0.066,1
"MOSMO",0.000309638744468155,0.372824610544674,0.127,0.051,1
"SLC25A1",0.000310498247350724,0.30402586547787,0.195,0.092,1
"LGALS13",0.000311723799221479,-0.76419976947743,0.017,0.129,1
"LHFPL2",0.000314419528402971,0.323712656417526,0.136,0.055,1
"FAM177A1",0.000315433954167541,0.388594232219901,0.246,0.126,1
"TIGIT",0.000318271823121506,-0.831422058545533,0.017,0.127,1
"PSMC2",0.000320989181872537,0.398328035274164,0.22,0.109,1
"EAPP",0.00032348287506711,0.388957869197364,0.169,0.075,1
"SAP18",0.000324856133474846,0.322809643868097,0.407,0.24,1
"CARD8",0.000328567631866486,-0.651542354106903,0.085,0.219,1
"ZNF276",0.000339658080873997,-0.740776939898978,0.042,0.165,1
"MRPL18",0.000343528666486945,0.461152774829492,0.136,0.056,1
"CCND3",0.0003437472567658,-0.762670249590397,0.119,0.249,1
"PCNX4",0.000345182105372714,0.301094602961491,0.119,0.046,1
"ACBD3",0.000346573357102643,0.460212994404713,0.153,0.067,1
"PTPRE",0.000351080557618237,-0.847697630848213,0.042,0.158,1
"EIF4A2",0.000356143949751773,0.268380835708641,0.576,0.361,1
"USP12P1",0.000358419651082891,0.266006823134397,0.161,0.07,1
"PPIA",0.00036075647882947,-0.399864168453889,0.78,0.865,1
"MEF2A",0.000362286611112617,0.30051227722453,0.237,0.119,1
"VAPB",0.000378262583030394,0.376428658284443,0.161,0.071,1
"XPO6",0.000378827171084519,-0.820905736162069,0.085,0.212,1
"PITPNC1",0.000378984417825428,-0.875232027310801,0.059,0.183,1
"GPR183",0.00037948157219367,-0.626784161194472,0.008,0.114,1
"TNIK",0.000384704988220257,-0.668211516330654,0.008,0.111,1
"PPP1CA",0.000384833432862197,-0.718150073365861,0.034,0.148,1
"PYHIN1",0.000385462866206614,-0.66981793819499,0.008,0.111,1
"SEC24D",0.000387225593448474,0.276300331555856,0.136,0.056,1
"DUS1L",0.000396325174282982,-0.671738585920189,0.034,0.149,1
"MDM2",0.000407164062419123,0.372333183372281,0.229,0.112,1
"FRS2",0.000408327571825171,0.331532489123839,0.11,0.042,1
"SMAD7",0.000408791157123671,0.272372170962177,0.186,0.086,1
"FAM229B",0.000410850974736779,0.250834994331806,0.11,0.042,1
"STT3A",0.000411897442620891,0.303827203930508,0.161,0.07,1
"RAB18",0.000422552884984089,0.47563185676557,0.195,0.093,1
"TPP1",0.000423442744865557,-0.844096386670911,0.28,0.403,1
"ECI1",0.000424023997001428,0.323897525000574,0.11,0.042,1
"PEAK1",0.00042533155249032,0.315721465693857,0.178,0.084,1
"LAMP1",0.000426703025668267,0.371393405796612,0.441,0.269,1
"YIPF6",0.000429354153595023,0.400812391931707,0.169,0.079,1
"CCDC88B",0.000431669831052358,-0.615666418838593,0.008,0.11,1
"PRKCQ-AS1",0.000433293455320995,-0.694519580092396,0.008,0.111,1
"SF3B1",0.000439439535191084,-0.668227746262071,0.356,0.47,1
"OAZ1",0.000443762330864031,-0.604222493198832,0.508,0.595,1
"SECISBP2L",0.000457398276601856,0.27396616714535,0.203,0.097,1
"PSD4",0.000460233343274103,-0.633423963850258,0.008,0.11,1
"GZMB",0.000465604954331128,-1.2713920812724,0.017,0.121,1
"CAT",0.000470215723692831,0.31760652352097,0.237,0.123,1
"ATRAID",0.000472590588892219,0.349679326564207,0.297,0.165,1
"SIVA1",0.000472921325455171,0.314010916088965,0.203,0.098,1
"PCNP",0.000475509522288549,0.437203714913825,0.364,0.213,1
"VPS13C",0.000481221739196269,-0.832393029643359,0.212,0.333,1
"SYK",0.000484068638460502,-0.721867157622464,0.034,0.146,1
"JAML",0.000485837122100956,-0.786345956771598,0.025,0.135,1
"GNL2",0.000490222372428329,0.413468476915168,0.153,0.068,1
"CMTM6",0.000491948880419007,-0.853637020412868,0.178,0.304,1
"LTBR",0.000495163871726562,0.3592230766196,0.102,0.038,1
"PRKD2",0.000496126057247742,-0.640752472296364,0.017,0.122,1
"MFN2",0.000497397875435125,0.324235147000299,0.161,0.072,1
"SPTSSA",0.000502064178259352,0.378223769468513,0.127,0.053,1
"STK38",0.000502484246096157,-0.732508944766476,0.085,0.212,1
"TOMM70",0.000503046302004873,0.282051402049451,0.161,0.072,1
"BCL2L1",0.000504326000018293,0.379699308165053,0.212,0.108,1
"TOM1L2",0.000504473014694531,0.405852130934918,0.144,0.062,1
"CSRP3",0.000505087135393484,0.343215743173753,0.263,0.145,1
"TOMM20",0.000505161711024535,0.430231061009699,0.415,0.254,1
"MYO9B",0.00051161537078048,-0.709206234677303,0.068,0.185,1
"PSMB9",0.000512239568172222,-0.688073720873513,0.085,0.215,1
"KLF6",0.000512685531682971,-0.939905312544207,0.449,0.528,1
"CMTM3",0.000514187427529938,-0.755418794216604,0.076,0.197,1
"KMT2C",0.000516005000572167,-0.825145573186828,0.144,0.268,1
"MAP3K1",0.000518022986566931,-0.724465115565815,0.051,0.17,1
"REEP5",0.000519274089278773,0.322948583964382,0.449,0.284,1
"FKBP11",0.000520062049281449,-0.673591721380171,0.017,0.119,1
"ATP8B1",0.000520301216671466,0.262621712846201,0.144,0.061,1
"RAP1A",0.000520712262392399,-0.788995385818941,0.22,0.331,1
"PTPN4",0.000521032777743932,-0.779589012382283,0.042,0.154,1
"BRK1",0.000522816852736872,0.439787320609504,0.466,0.291,1
"DLGAP4",0.000523858139164271,0.335883426383125,0.195,0.095,1
"RPS5",0.00053481574716381,-0.460910611936641,0.805,0.854,1
"COPG1",0.000536357531940645,0.370668143521692,0.195,0.094,1
"ITLN1",0.000538121312070883,-1.35910286342414,0.229,0.116,1
"SOD1",0.00054452363706389,0.345433838743774,0.492,0.314,1
"APOBEC3H",0.000547358861438109,-0.800718789754761,0.008,0.106,1
"DGKZ",0.000552030067695416,-0.629391409627823,0.017,0.121,1
"MS4A4A",0.00055525720448162,-1.08742924346311,0.042,0.155,1
"SAP30L",0.000561221305859056,0.312976309866789,0.119,0.048,1
"LPIN1",0.000563746039663795,-0.76893244439604,0.11,0.238,1
"YIF1A",0.000564931691816722,0.322187789799934,0.136,0.059,1
"RPS13",0.000565007861237206,-0.373785627370997,0.924,0.932,1
"CYTH4",0.000577229421445985,-0.650365722873764,0.025,0.134,1
"RPS9",0.0005784997099474,-0.497329087518389,0.737,0.751,1
"TRPV2",0.000591792387106562,-0.580929749568349,0.008,0.107,1
"ARHGEF7",0.000593869701192445,0.355034923735488,0.186,0.089,1
"SP100",0.000594753853269982,-0.538800846650036,0.534,0.627,1
"ESYT1",0.000595893756964647,-0.680685148711982,0.059,0.179,1
"C1QTNF2",0.000603589347344468,0.270703348594786,0.144,0.062,1
"SLC48A1",0.00062257609026829,0.398204828136838,0.136,0.059,1
"SYNJ2BP",0.000629461314318343,0.35501752741452,0.203,0.101,1
"ST8SIA4",0.000629642547333086,-0.637752292372088,0.017,0.12,1
"RALGDS",0.000630041505929265,-0.655717802673541,0.025,0.134,1
"CNTRL",0.00063631011427685,-0.784051477667715,0.051,0.16,1
"HNRNPUL2",0.000636359745466924,0.373873361010427,0.22,0.114,1
"GIMAP2",0.000641087939922019,-0.633679363148936,0.008,0.104,1
"RHEBP1",0.000659696388762304,0.302355969691938,0.229,0.117,1
"IP6K1",0.000659726602296592,0.280290212493989,0.136,0.058,1
"TMEM168",0.000660094389798977,0.32536331221636,0.119,0.048,1
"H3F3B",0.000662928662939645,0.257434199878744,0.72,0.545,1
"BIRC3",0.000663380808761499,-0.997755392639039,0.093,0.21,1
"RPL7",0.000671424645673771,-0.40674978660408,0.814,0.882,1
"PRKX",0.000678355447428044,-0.659657171612113,0.076,0.203,1
"LST1",0.000679266582846455,-0.852138653884876,0.008,0.104,1
"KEAP1",0.00068975062875805,0.302125531157673,0.119,0.048,1
"MBL2",0.000691564180632905,-0.738216575712491,0.093,0.215,1
"GIMAP6",0.00069201198001838,-0.64755246995967,0.017,0.115,1
"MCM2",0.000692982129941392,-0.763306913763091,0.136,0.264,1
"KLHL21",0.000695939072745972,0.269171537356611,0.11,0.044,1
"PIP5K1C",0.000698851248422125,0.369656883078115,0.186,0.091,1
"YWHAE",0.000699151852726857,0.350957183509613,0.364,0.218,1
"TNFAIP3",0.000701868754483058,-0.960624761811378,0.093,0.213,1
"TNFSF10",0.00070565729204042,-0.598628521777868,0.042,0.157,1
"CNN2",0.000717406782073207,-0.763674856815898,0.347,0.45,1
"GLCCI1",0.000720145715791668,-0.781996651355919,0.076,0.194,1
"ARPC4",0.000724663223968577,-0.693194118296814,0.237,0.361,1
"NMD3",0.000730717283228477,0.272843636089965,0.136,0.059,1
"DYNLT3",0.000731019024998744,0.393665606425482,0.169,0.081,1
"PRR13",0.000731684767899988,-0.720226317371496,0.178,0.299,1
"TMEM167A",0.000733990567541467,0.335872190866801,0.271,0.147,1
"ZCCHC14",0.000737555693388121,0.29589755541369,0.102,0.039,1
"FKBP8",0.000738123006071623,0.358476513370042,0.398,0.237,1
"PCED1B-AS1",0.000744129527030263,-0.603718947665028,0.042,0.155,1
"RPS23",0.000747946494766837,-0.400317317068166,0.949,0.958,1
"USP22",0.000749279977662688,0.494783516715137,0.331,0.197,1
"ADGRE5",0.000750891366519094,-0.717480596261102,0.161,0.284,1
"STAU1",0.000752848768454283,0.290051128688202,0.254,0.134,1
"PHC2",0.000753321650475152,0.252075158749253,0.161,0.073,1
"TNC",0.000754290631048697,0.613794217896882,0.119,0.05,1
"DYNC1H1",0.000760231337975391,0.477181508014743,0.39,0.243,1
"TSG101",0.000772823197003496,0.345273018822188,0.161,0.073,1
"NUCB2",0.000774976575282239,0.613484373983464,0.229,0.127,1
"SELL",0.0007763637823929,-1.13163492080204,0.127,0.249,1
"PYCARD",0.000787117689494863,-0.68734837022143,0.042,0.155,1
"PVRIG",0.000795583054767328,-0.657848745219304,0.017,0.116,1
"RBM42",0.000799036827268113,0.294814621135244,0.178,0.085,1
"PDS5B",0.000800613352999338,0.307287035199108,0.186,0.09,1
"MAF1",0.00081093821202462,0.326815761476289,0.288,0.16,1
"PYGB",0.000817884905407727,0.258834630665484,0.136,0.059,1
"C6orf62",0.000824758407106265,-0.62346749783916,0.127,0.255,1
"DCTN2",0.000832130372045593,0.360919284252715,0.22,0.112,1
"IDH2",0.000836494952546433,-0.614471165208638,0.034,0.141,1
"PIM2",0.000836962241861508,-0.646205356654603,0.008,0.102,1
"UBALD2",0.000848897223762783,-0.650996220664248,0.085,0.207,1
"IL17RA",0.000864643371546857,-0.871213122841777,0.11,0.23,1
"CTBS",0.000872721054260228,0.322574832844686,0.136,0.059,1
"PIK3AP1",0.000876892867645174,-0.644244015109323,0.017,0.113,1
"GNAQ",0.000877188553713287,-0.730472378179046,0.025,0.127,1
"ATP6V0A1",0.000896088116694384,0.290908382538013,0.119,0.049,1
"RBL2",0.000897006607056445,-0.759558664008255,0.076,0.188,1
"MCFD2",0.000902458327142876,0.299218482179781,0.475,0.305,1
"PSMC1",0.000906710063310081,0.264938137623065,0.288,0.16,1
"MZT1",0.00090695564564736,0.33128225790849,0.127,0.054,1
"HABP4",0.000913216242070449,0.266801695573749,0.144,0.064,1
"HPCAL1",0.00091806083785726,-0.77977274391403,0.068,0.182,1
"RAP2A",0.000922482802668997,0.293868168078873,0.169,0.081,1
"C12orf10",0.000943372381272074,0.288336292486656,0.119,0.05,1
"CBX5",0.00096094847677073,0.327851408981821,0.322,0.188,1
"GNPTAB",0.00098460311212564,-0.655551072899725,0.11,0.23,1
"AKAP1",0.000985639267907452,0.341899183242276,0.119,0.05,1
"TMEM18",0.000989295776901976,0.48123279887194,0.144,0.066,1
"SNX19",0.0010033700164333,0.31223424375954,0.136,0.059,1
"KLRD1",0.0010035929434819,-0.924963081086252,0.119,0.238,1
"RPL13AP3",0.0010069508923423,-0.762423219702072,0.229,0.338,1
"TAP2",0.00100816852076476,-0.670681690617324,0.042,0.147,1
"PRDX2",0.00101138358707435,0.279791189065904,0.237,0.125,1
"CTSH",0.00101969975092023,-0.753388220052252,0.025,0.124,1
"RBM25",0.00102646917909082,-0.649927886036496,0.237,0.367,1
"AAMP",0.00103241972515922,0.292243097281186,0.153,0.069,1
"FAM53B",0.00103665012524283,-0.615416510450782,0.017,0.112,1
"GNB2",0.00104036781832195,0.254042967691441,0.305,0.175,1
"ARF1",0.00104087831104268,0.268761631831608,0.551,0.369,1
"NCKAP1L",0.00104542352664579,-0.63839694706091,0.017,0.111,1
"SLFN5",0.00104707550831231,-0.765946204303165,0.093,0.206,1
"SEC61A1",0.00104858076946199,0.314409107503551,0.263,0.143,1
"COMMD1",0.00104943136832889,0.261405543449518,0.127,0.056,1
"ANXA2",0.00105146572200711,0.358152899019804,0.534,0.365,1
"THEMIS",0.00105728017583514,-0.650656089799915,0.017,0.111,1
"ALAD",0.0010641971925927,0.331667559137634,0.186,0.093,1
"RABGAP1L",0.00106693332320172,-0.76322019665891,0.11,0.225,1
"CDK5RAP3",0.00106806257655315,-0.682037067672529,0.136,0.257,1
"PRSS8",0.00107371206966486,-0.616116778514075,0.576,0.613,1
"WBP1L",0.00108036255026654,0.337242593546753,0.22,0.115,1
"EIF1B",0.00108537167410941,0.257795850510126,0.203,0.101,1
"GNAI2",0.00111789124806105,-0.557851921211303,0.602,0.684,1
"NR1D2",0.00112111615022842,0.25872868790191,0.178,0.087,1
"ACTR10",0.00113541793313812,0.371443047728485,0.195,0.1,1
"REL",0.00114776389317024,-0.668143988111291,0.025,0.122,1
"RNPS1",0.00114801840689603,0.254016063003609,0.297,0.163,1
"TSTD1",0.00115274289522819,-0.612257168873965,0.034,0.132,1
"PCMTD1",0.00116685308265072,0.277329724388057,0.297,0.167,1
"RAPGEF1",0.00118174852419712,-0.705804805449078,0.068,0.176,1
"NPHP3",0.00118629095867104,0.26101558502947,0.212,0.109,1
"CEP350",0.00119175042542967,-0.742369320994216,0.11,0.225,1
"SNX10",0.00120833973312435,-0.629406932896386,0.017,0.109,1
"CASP1",0.00121777255602372,-0.661162580225879,0.034,0.133,1
"SLIRP",0.00121877627057708,0.350830746217126,0.203,0.103,1
"HMGN1",0.00122543167666743,-0.73045776009201,0.263,0.366,1
"SH3BP4",0.00122572719746359,0.289040401672695,0.102,0.041,1
"TNFSF12",0.00122630031151457,0.378672535559713,0.271,0.154,1
"MRPL14",0.0012431794449068,0.418707517600837,0.144,0.066,1
"CBX6",0.0012442720787565,0.299387145781642,0.246,0.136,1
"MRRF",0.00124926785246172,0.26582992371651,0.102,0.041,1
"TSPYL1",0.00125624153683942,0.352369678215502,0.186,0.092,1
"NDUFA4",0.00125934579620287,0.431403785795031,0.475,0.34,1
"PTOV1",0.0012748135516122,0.431745425537946,0.178,0.089,1
"ANKS1B",0.00128025445704311,0.362754753276658,0.305,0.174,1
"GANAB",0.00128187276196905,0.327081916157678,0.254,0.141,1
"CEP63",0.00128442506128877,0.431963311820524,0.119,0.052,1
"CAMK1",0.00128782761735313,0.256846106667033,0.102,0.04,1
"CERS2",0.00130465736936855,0.311373929552501,0.254,0.142,1
"SYNRG",0.00130776588637198,-0.714249179211131,0.144,0.259,1
"SPATA13",0.00135800083374478,-0.576466238428614,0.085,0.196,1
"ITPKB",0.00135804785660539,-0.654917555649285,0.034,0.135,1
"OS9",0.00137296718309206,0.281575710849364,0.398,0.244,1
"CNPY3",0.00140427872833097,-0.76377680414633,0.085,0.194,1
"PLCG1",0.00140597429545566,-0.587926579821339,0.017,0.107,1
"DIPK2A",0.00142056611757059,0.300436473872902,0.119,0.05,1
"MYL6",0.00142184113641716,0.34669477552877,0.864,0.739,1
"RIC8A",0.0014499391754856,0.300416525630198,0.178,0.087,1
"SEC11A",0.00145472642088728,0.338174113638285,0.305,0.18,1
"SELENOS",0.00145640496350788,0.266529057430792,0.161,0.077,1
"SNORA12",0.00146813484200081,-0.597081717287214,0.017,0.107,1
"LYN",0.00146950854799124,-0.684576165609503,0.034,0.134,1
"ZNF197",0.00147315852680085,0.348867577226614,0.144,0.068,1
"SEM1",0.00147403117927229,0.250041076579851,0.347,0.206,1
"RPL4",0.00148089156880146,-0.361321684668492,0.873,0.905,1
"DIS3",0.00148710767169103,0.276396554031288,0.229,0.122,1
"LMAN1",0.00149859048829168,0.421885966401766,0.254,0.144,1
"PPP1R15A",0.00154215496509429,0.376748283742108,0.22,0.121,1
"BORCS7",0.0015423048956827,0.25164325395717,0.254,0.141,1
"MPEG1",0.00155876799134366,-0.871694722382572,0.017,0.106,1
"TMEM50B",0.00156186098485242,0.305862853597761,0.28,0.16,1
"CCNG1",0.00156839746864666,0.387581298028867,0.195,0.101,1
"APMAP",0.00157067365027419,-0.748534285113251,0.093,0.204,1
"ANKRD36",0.00162214590312111,-0.663607898822304,0.042,0.139,1
"DEGS1",0.00162470935243053,0.281981298099554,0.271,0.15,1
"HCK",0.00162671482804446,-0.726540751240766,0.017,0.105,1
"SND1",0.00164720610958845,0.267718457957242,0.263,0.147,1
"HSPA5",0.00165355733989868,0.544215569025993,0.432,0.295,1
"PRDX3",0.00166013241418063,0.371431807662942,0.186,0.096,1
"TCIRG1",0.00166279291804029,-0.714752671991157,0.102,0.215,1
"NDUFAB1",0.00166642315065169,0.403680778966598,0.237,0.13,1
"SAMHD1",0.00168865104413718,-0.561761390305722,0.017,0.105,1
"LPCAT2",0.00168895703467823,0.361341214526869,0.153,0.073,1
"ATP6V0C",0.00170020110592604,-0.758680449540108,0.339,0.451,1
"PARP1",0.0017158265619898,-0.636756009324556,0.068,0.172,1
"CDC14A",0.00174617313588458,-0.59531910403021,0.025,0.118,1
"NFATC3",0.00174840823225967,-0.607416313018223,0.093,0.207,1
"PCIF1",0.00178060305470276,0.321200728562712,0.127,0.057,1
"PGGHG",0.001783460922703,-0.700658223136572,0.059,0.163,1
"SLA2",0.00181395240384441,-0.609312471915121,0.017,0.104,1
"YTHDF3",0.00182330364148688,0.268684081031015,0.169,0.084,1
"HSDL2",0.00183292858625182,0.302293041502535,0.136,0.062,1
"KANSL1",0.00183432900469043,-0.646375582984192,0.068,0.171,1
"GLO1",0.00184677154924892,0.391189217723757,0.212,0.112,1
"SKA2",0.00186452535475675,0.272806554575558,0.153,0.073,1
"SEL1L",0.00186537332289628,0.30342331720701,0.263,0.149,1
"ANKRD10",0.00188046117240002,0.317800313988591,0.254,0.141,1
"YPEL3",0.00189122962925718,-0.60650155696019,0.271,0.377,1
"AHR",0.00189738182893861,0.375571450245378,0.246,0.141,1
"GRB2",0.00190205657337876,-0.706587031988929,0.186,0.298,1
"PSME2",0.00190593412682964,-0.423292897547646,0.186,0.32,1
"HNRNPA2B1",0.00193335734581676,-0.520318707106168,0.492,0.556,1
"APOBR",0.00194273792404205,-0.506169255484128,0.017,0.105,1
"KIDINS220",0.00196587151254482,0.254349219029067,0.297,0.173,1
"IPCEF1",0.00196935569825888,-0.631454674418195,0.017,0.104,1
"KIAA0040",0.00201537858873798,0.342422435349984,0.186,0.096,1
"SIPA1",0.00202131669802968,-0.657248022012114,0.068,0.17,1
"MLH3",0.00202922716367274,0.263312261769896,0.11,0.047,1
"GIMAP1",0.00204512325116585,-0.727576084284517,0.051,0.149,1
"STK26",0.00204986726833808,-0.546986381578206,0.017,0.103,1
"DENND6A",0.00205101279186004,0.353443184795331,0.169,0.084,1
"C6orf89",0.00205242246069573,0.313068944837294,0.28,0.162,1
"GOT2",0.00207566607670235,0.277455815249216,0.136,0.062,1
"TTL",0.00207659265922284,0.254322605707413,0.144,0.069,1
"CHMP2B",0.00207920689232842,0.328475325558667,0.178,0.09,1
"STK24",0.00208527767344361,-0.621936756212056,0.119,0.239,1
"TMEM126B",0.00212008453828863,0.401598613781515,0.178,0.091,1
"EDEM1",0.00212804770862553,-0.564316298304596,0.034,0.125,1
"ANO9",0.00213107432904103,-0.642098030795039,0.025,0.114,1
"SLCO3A1",0.0021644310475959,0.25435958584362,0.186,0.097,1
"PGM3",0.00217615888165501,0.488068653224749,0.136,0.065,1
"SLC37A3",0.0021901686157215,0.31281943680164,0.11,0.047,1
"CYP1B1",0.00219293483116482,0.385611381633825,0.119,0.052,1
"PSME4",0.00222616586564518,-0.593348444507943,0.034,0.125,1
"DNMT1",0.00223213204377442,-0.759548271382231,0.068,0.167,1
"TNRC18P2",0.00223621958175277,0.295069830154134,0.178,0.09,1
