"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TGFB1.9",6.99641893364435e-09,-0.426990623123309,0.028,0.187,0.000142943835233288,"Neuron","TGFB1"
"PHACTR2.8",7.01566312949724e-09,-0.4668228220171,0.023,0.177,0.000143337013398758,"Neuron","PHACTR2"
"CLDN5.13",7.27707594495069e-09,-1.74051080677175,0.005,0.144,0.000148677938631288,"Neuron","CLDN5"
"B4GALT1.7",8.49482871666923e-09,-0.477577043411125,0.051,0.226,0.000173557845510269,"Neuron","B4GALT1"
"LDB2.12",8.65022739971355e-09,-0.650899979634473,0,0.135,0.000176732796003548,"Neuron","LDB2"
"AK3.7",8.66551800220061e-09,0.99327636910404,0.327,0.222,0.000177045198302961,"Neuron","AK3"
"ZFAND1.4",8.97842342745916e-09,-0.344194716163063,0.065,0.253,0.000183438169046418,"Neuron","ZFAND1"
"CDC26.1",9.27885150941059e-09,-0.29491235590175,0.042,0.213,0.000189576215188768,"Neuron","CDC26"
"OCIAD2.10",9.46208388546723e-09,-0.489646887663458,0,0.135,0.000193319835863981,"Neuron","OCIAD2"
"MYADM.7",9.57518063668925e-09,-0.3886591985314,0.103,0.309,0.000195630515588198,"Neuron","MYADM"
"ATP6V0E2",9.70756445797207e-09,0.734600190589956,0.159,0.067,0.000198335249440827,"Neuron","ATP6V0E2"
"MYH11.11",1.04049163717403e-08,-1.2593000910865,0.051,0.212,0.000212582846391026,"Neuron","MYH11"
"MAN2A2",1.08641288080072e-08,0.567707031009297,0.103,0.033,0.000221965015676395,"Neuron","MAN2A2"
"IGF1.12",1.09726877682067e-08,-0.815346830079807,0.009,0.151,0.000224182983792231,"Neuron","IGF1"
"PTPN6.11",1.11507121023698e-08,-0.506685405988997,0,0.133,0.000227820198963517,"Neuron","PTPN6"
"ARPC5L.2",1.15905433869492e-08,-0.359422639176694,0.056,0.233,0.000236806391938759,"Neuron","ARPC5L"
"IFI27.12",1.17637751258318e-08,-1.47440723724139,0.084,0.255,0.000240345689595869,"Neuron","IFI27"
"FBLIM1.11",1.18865476532147e-08,-0.533016280024875,0.023,0.177,0.000242854055102829,"Neuron","FBLIM1"
"CHPT1.6",1.20128342054877e-08,1.01380649622437,0.346,0.24,0.000245434215652319,"Neuron","CHPT1"
"ECM2.10",1.21938982503779e-08,-0.476612408578227,0,0.133,0.00024913353515347,"Neuron","ECM2"
"SPCS2.7",1.22561597168914e-08,0.959161979798264,0.565,0.611,0.000250405599175808,"Neuron","SPCS2"
"CNPY3.9",1.23919065468007e-08,-0.313054022727802,0.051,0.228,0.000253179042657684,"Neuron","CNPY3"
"LRRC32.11",1.24312595588864e-08,-0.546835444517245,0.014,0.159,0.000253983064047609,"Neuron","LRRC32"
"DRAM2.7",1.24855790638868e-08,-0.303376919992817,0.084,0.279,0.000255092865854272,"Neuron","DRAM2"
"ACTR2.8",1.25768007202665e-08,-0.256276267581413,0.14,0.375,0.000256956615515765,"Neuron","ACTR2"
"DDX21.10",1.30727683252079e-08,-0.291023385245016,0.15,0.387,0.000267089729652322,"Neuron","DDX21"
"SLC39A6.1",1.33731754810282e-08,0.927757436613422,0.243,0.135,0.000273227348252886,"Neuron","SLC39A6"
"EIF2S3.4",1.35577252172956e-08,-0.261446132433264,0.103,0.313,0.000276997883914566,"Neuron","EIF2S3"
"CCND1.7",1.53157098998124e-08,0.967971207066864,0.22,0.114,0.000312915268963067,"Neuron","CCND1"
"FN1.13",1.55549516815954e-08,-1.06414394927891,0.121,0.316,0.000317803217806675,"Neuron","FN1"
"MOB1A.5",1.56938223996598e-08,-0.296996782382053,0.075,0.26,0.000320640485447449,"Neuron","MOB1A"
"HSPG2.9",1.61398221740759e-08,0.986144339316633,0.322,0.211,0.000329752706838545,"Neuron","HSPG2"
"ELF1.11",1.63309226316142e-08,-0.266537168745219,0.079,0.273,0.000333657080286511,"Neuron","ELF1"
"SOD2.10",1.74700431397755e-08,-0.311607440560068,0.14,0.363,0.000356930451388753,"Neuron","SOD2"
"AGT.12",1.94884978389994e-08,-0.977036352382249,0.005,0.138,0.000398169499348597,"Neuron","AGT"
"RAMP1.11",1.97103243860973e-08,-1.03228072605495,0.014,0.153,0.000402701637532353,"Neuron","RAMP1"
"ARHGEF40.1",2.06207751389065e-08,0.777349519642097,0.136,0.053,0.000421303056863,"Neuron","ARHGEF40"
"GADD45A.6",2.07072211207489e-08,-0.404779843527296,0.037,0.197,0.000423069234718021,"Neuron","GADD45A"
"LBH.10",2.10014127641476e-08,-0.665714030046045,0.028,0.176,0.000429079864184299,"Neuron","LBH"
"ADGRE5.7",2.16328229584519e-08,-0.471897851195566,0.014,0.155,0.00044198020586413,"Neuron","ADGRE5"
"TOMM7.9",2.21178837476869e-08,-0.362423954252546,0.589,0.891,0.00045189048284899,"Neuron","TOMM7"
"CTSZ.10",2.30529708059287e-08,-0.468387031368327,0.075,0.256,0.000470995246535929,"Neuron","CTSZ"
"MACF1.3",2.37431355922704e-08,-0.391497099944116,0.014,0.155,0.000485096003285677,"Neuron","MACF1"
"ITGAV.1",2.44342514909174e-08,0.943097192289993,0.173,0.08,0.000499216192210933,"Neuron","ITGAV"
"EFHD1.11",2.5026510160492e-08,-0.569016346023109,0.014,0.153,0.000511316629089012,"Neuron","EFHD1"
"CFI.11",2.52537769378112e-08,-0.46826381691374,0.009,0.144,0.000515959916616422,"Neuron","CFI"
"MPST.2",2.58227452059845e-08,1.04556122194011,0.276,0.171,0.000527584507303469,"Neuron","MPST"
"CDC42SE2.11",2.58745161877519e-08,-0.470697172772937,0.033,0.187,0.000528642240231958,"Neuron","CDC42SE2"
"FPR1.12",2.59776028261196e-08,-0.718201816318287,0,0.128,0.00053074840334045,"Neuron","FPR1"
"ATP1B3.7",2.66792076818973e-08,-0.338145196768801,0.173,0.412,0.000545082892148844,"Neuron","ATP1B3"
"ACVRL1.10",2.71535713412693e-08,-0.453856623154737,0,0.127,0.000554774616073472,"Neuron","ACVRL1"
"INF2.1",2.95791102714663e-08,0.907740730233377,0.187,0.091,0.000604330801956328,"Neuron","INF2"
"DUSP23.10",3.00734725201291e-08,-0.466079959852703,0.084,0.268,0.000614431117058757,"Neuron","DUSP23"
"EPB41L4A-AS1.4",3.06641758451236e-08,-0.289628786841598,0.033,0.188,0.00062649977669172,"Neuron","EPB41L4A-AS1"
"IFNAR2.2",3.07406895538822e-08,1.09863962054583,0.257,0.153,0.000628063028275367,"Neuron","IFNAR2"
"ICAM1.9",3.11967602070527e-08,-0.493512032755251,0.023,0.169,0.000637381007790294,"Neuron","ICAM1"
"RHOG.10",3.24236809076549e-08,-0.260781677034299,0.093,0.289,0.000662448224624297,"Neuron","RHOG"
"FHL2.10",3.27860402349246e-08,-0.58352385642981,0.014,0.152,0.000669851588039745,"Neuron","FHL2"
"POLR3GL",3.32783641393614e-08,-0.298808427121528,0.061,0.235,0.000679910257731292,"Neuron","POLR3GL"
"OTUD7B",3.50328799735042e-08,0.758528829747375,0.103,0.035,0.000715756770738665,"Neuron","OTUD7B"
"KCNMB1.11",3.51594424589967e-08,-0.532030060793899,0.005,0.133,0.000718342568879762,"Neuron","KCNMB1"
"RAMP3.13",3.52784950061759e-08,-0.959453715243681,0.014,0.149,0.000720774931471179,"Neuron","RAMP3"
"IQGAP2.4",3.70760672026952e-08,0.864155529133437,0.178,0.083,0.000757501129018266,"Neuron","IQGAP2"
"DNAJA2.3",3.79786487302394e-08,-0.258092883964091,0.061,0.233,0.000775941772207521,"Neuron","DNAJA2"
"CYBB.11",4.0403367594539e-08,-0.629584090119408,0,0.124,0.000825481203324027,"Neuron","CYBB"
"ACKR1.12",4.17285248387402e-08,-2.15751576135356,0.037,0.18,0.000852555490980301,"Neuron","ACKR1"
"SECISBP2L",4.28449332822126e-08,0.840665166481471,0.178,0.084,0.000875364831888886,"Neuron","SECISBP2L"
"ODF3B.7",4.51927954557421e-08,-0.388900401146978,0.005,0.133,0.000923334003956267,"Neuron","ODF3B"
"ATP6AP2.9",4.61796233710335e-08,0.785955499350466,0.537,0.549,0.000943495885093585,"Neuron","ATP6AP2"
"CSRP2.10",4.68536735625819e-08,-0.669829420769462,0.033,0.179,0.000957267404557111,"Neuron","CSRP2"
"POLR2F.3",4.82546454159521e-08,1.13055919378138,0.407,0.346,0.000985890660493318,"Neuron","POLR2F"
"PLOD3.2",4.83581214645116e-08,0.993176361174397,0.229,0.128,0.000988004779641437,"Neuron","PLOD3"
"AEBP1.12",5.0140510362804e-08,-1.03713520259805,0.182,0.379,0.00102442076722245,"Neuron","AEBP1"
"SLC40A1.8",5.06189466529271e-08,-0.468950197882819,0.037,0.19,0.00103419569906595,"Neuron","SLC40A1"
"PI16.12",5.11038741265334e-08,-0.995664925688441,0.005,0.131,0.0010441032522792,"Neuron","PI16"
"CDC42EP3.7",5.13918946903222e-08,-0.454946866564978,0.028,0.174,0.00104998780041797,"Neuron","CDC42EP3"
"NCOA7.6",5.32136835933595e-08,-0.408744882999485,0.014,0.149,0.00108720876949593,"Neuron","NCOA7"
"PTGIS.11",5.45360100027274e-08,-0.555289669404557,0.028,0.172,0.00111422522036572,"Neuron","PTGIS"
"CYGB.12",5.4567795321412e-08,-0.506285159097822,0.037,0.189,0.00111487462621177,"Neuron","CYGB"
"TNFSF10.10",5.587965505113e-08,-0.439489137355554,0.019,0.156,0.00114167723234964,"Neuron","TNFSF10"
"FLI1.7",5.61787529130539e-08,-0.415217108372586,0.005,0.131,0.0011477881007666,"Neuron","FLI1"
"MAP2K3.5",5.65587644887189e-08,-0.324871418768275,0.033,0.182,0.00115555211726902,"Neuron","MAP2K3"
"CNN2.3",5.66321504113725e-08,-0.321341305644773,0.042,0.199,0.00115705146505475,"Neuron","CNN2"
"LOXL1.10",6.00047796757171e-08,-0.479323862306175,0,0.122,0.00122595765355458,"Neuron","LOXL1"
"CLK1.1",6.0264275318447e-08,-0.257915116717637,0.098,0.29,0.00123125940903119,"Neuron","CLK1"
"WISP2.12",6.13263183270618e-08,0.832502924870462,0.308,0.187,0.0012529580097402,"Neuron","WISP2"
"PDIA3.8",6.21074052764446e-08,0.658621875458946,0.654,0.698,0.00126891639720304,"Neuron","PDIA3"
"MMRN2.13",6.2233194692491e-08,-0.655284287211069,0.005,0.129,0.00127148640076228,"Neuron","MMRN2"
"EDF1.8",6.32323396953688e-08,-0.28705599065377,0.379,0.747,0.00129189993231608,"Neuron","EDF1"
"PQBP1.1",6.52244522294371e-08,-0.256425486724254,0.061,0.228,0.00133260078349963,"Neuron","PQBP1"
"PCAT19.12",6.63366048890013e-08,-0.661324924668846,0.005,0.129,0.00135532317448718,"Neuron","PCAT19"
"RCSD1.8",6.68631376887871e-08,-0.520545756634814,0.014,0.145,0.00136608076611961,"Neuron","RCSD1"
"FOLR2.12",7.07967676475324e-08,-1.17892044973029,0.014,0.144,0.00144644875980673,"Neuron","FOLR2"
"EVI2A.11",7.16483857104535e-08,-0.479915388966195,0.014,0.147,0.00146384816845028,"Neuron","EVI2A"
"C3AR1.12",7.25435118782962e-08,-0.599725140547278,0,0.12,0.00148213649118547,"Neuron","C3AR1"
"MSRB3.10",7.29657873384778e-08,-0.294065938914185,0.037,0.187,0.00149076400111244,"Neuron","MSRB3"
"DAD1.6",7.41770129599207e-08,0.782166518119677,0.565,0.61,0.00151551055178414,"Neuron","DAD1"
"AKR1C1.12",7.4253668191354e-08,-0.557972656012997,0.033,0.177,0.00151707669481755,"Neuron","AKR1C1"
"LAMB1.2",7.57706870767485e-08,0.860062613961562,0.173,0.082,0.00154807090766505,"Neuron","LAMB1"
"ATP2B1.6",7.8035144945167e-08,-0.307949276411039,0.042,0.197,0.00159433604637471,"Neuron","ATP2B1"
"HYAL2.12",7.81882249772525e-08,-1.08079956201535,0.07,0.225,0.00159746362451025,"Neuron","HYAL2"
"PPP2R5C.8",7.88678838059698e-08,-0.406419476523722,0.056,0.218,0.00161134973403977,"Neuron","PPP2R5C"
"OLFML2B.9",8.29685130988015e-08,-0.436552599976704,0.009,0.137,0.00169512969112161,"Neuron","OLFML2B"
"LYN.10",8.33752307372415e-08,-0.436997862030403,0.005,0.128,0.00170343933919258,"Neuron","LYN"
"CALHM2.7",8.47509129024757e-08,-0.258841559349343,0.042,0.197,0.00173154590151048,"Neuron","CALHM2"
"TMEM59.6",8.68041784415157e-08,0.56184885415264,0.692,0.766,0.00177349616973861,"Neuron","TMEM59"
"B4GAT1.1",8.70311270415468e-08,0.792613723846419,0.178,0.086,0.00177813295658584,"Neuron","B4GAT1"
"STAB1.10",8.74505683946162e-08,-0.554688104430622,0.009,0.137,0.0017867025628704,"Neuron","STAB1"
"PDGFRB.12",9.22943244179638e-08,-0.454846653753068,0.028,0.17,0.00188566534218342,"Neuron","PDGFRB"
"PLAU.11",9.29151345450479e-08,-0.56218533942049,0,0.118,0.00189834911388987,"Neuron","PLAU"
"MYOC.11",9.29151355626303e-08,-1.31019637885215,0,0.118,0.0018983491346801,"Neuron","MYOC"
"MAGED2.9",9.37210060137468e-08,0.924594077788458,0.453,0.407,0.00191481387386686,"Neuron","MAGED2"
"MFNG.9",9.49322626669257e-08,-0.413399828524664,0.005,0.127,0.00193956105854796,"Neuron","MFNG"
"CLN8",9.50783328622005e-08,0.760644572293095,0.159,0.072,0.00194254541870762,"Neuron","CLN8"
"CD163.12",9.70887103163059e-08,-0.71807249059968,0.005,0.127,0.00198361944047245,"Neuron","CD163"
"DNAJC4.1",9.81676272076467e-08,-0.302020976150987,0.019,0.153,0.00200566279147943,"Neuron","DNAJC4"
"SLA.12",1.07485180280045e-07,-0.542703203669072,0.005,0.126,0.00219602971830161,"Neuron","SLA"
"ISLR.11",1.08276150985145e-07,-0.445871812409579,0.009,0.134,0.00221219004077749,"Neuron","ISLR"
"BACE2.8",1.09227396178703e-07,-0.388328477252802,0.019,0.151,0.00223162493132708,"Neuron","BACE2"
"DUOX1",1.09861906793308e-07,0.686691712688848,0.121,0.047,0.00224458861769408,"Neuron","DUOX1"
"SERTAD1.9",1.11886498380932e-07,-0.307960844157379,0.079,0.254,0.00228595304842082,"Neuron","SERTAD1"
"LIMA1.11",1.18810506367822e-07,-0.294305094951801,0.093,0.279,0.00242741745560098,"Neuron","LIMA1"
"ICAM3.11",1.23179187507559e-07,-0.500254144125103,0.019,0.15,0.00251667397996694,"Neuron","ICAM3"
"BIRC3.12",1.31503022051175e-07,0.922664643511704,0.252,0.146,0.00268673824352756,"Neuron","BIRC3"
"REV3L.4",1.32555257746183e-07,-0.365246320789066,0.019,0.151,0.00270823647101227,"Neuron","REV3L"
"ZNF385A.8",1.34667252620525e-07,-0.459739742358493,0.005,0.124,0.00275138663828994,"Neuron","ZNF385A"
"ST3GAL1.6",1.36561622822056e-07,-0.312698020151493,0.028,0.168,0.00279009051587742,"Neuron","ST3GAL1"
"FBXW5.3",1.37721569544456e-07,-0.252515083341873,0.056,0.215,0.00281378938736277,"Neuron","FBXW5"
"CHMP1B.5",1.38192726734579e-07,-0.332649660746253,0.075,0.243,0.00282341559991419,"Neuron","CHMP1B"
"GLT8D2.10",1.45638693159836e-07,-0.379981991433471,0,0.115,0.00297554413994861,"Neuron","GLT8D2"
"HTRA3.12",1.48776076156953e-07,-0.925976943328848,0.009,0.132,0.0030396440119627,"Neuron","HTRA3"
"SERPINE2.12",1.52974801883125e-07,0.614581257379992,0.238,0.128,0.00312542817727414,"Neuron","SERPINE2"
"SORBS2.11",1.61457956182578e-07,0.619502640075187,0.257,0.142,0.00329874750276624,"Neuron","SORBS2"
"IL4R.2",1.6535632056703e-07,-0.374458408371304,0.005,0.124,0.00337839498550499,"Neuron","IL4R"
"LGALS9.10",1.68274490353802e-07,-0.40220920449092,0,0.114,0.00343801611241853,"Neuron","LGALS9"
"SSBP4.2",1.68807973684768e-07,-0.312093722845452,0.037,0.183,0.00344891571035349,"Neuron","SSBP4"
"NUPR1.13",1.69018997999761e-07,-0.42349273830779,0.248,0.476,0.00345322714813312,"Neuron","NUPR1"
"SELENBP1.11",1.73042310290779e-07,-0.406014833164803,0.009,0.131,0.00353542744155091,"Neuron","SELENBP1"
"LRP1.10",1.74334680926062e-07,-0.477038469307835,0.098,0.273,0.00356183186600038,"Neuron","LRP1"
"TUBA4A.11",1.80134126513284e-07,-0.430440964910283,0.051,0.203,0.00368032033879291,"Neuron","TUBA4A"
"ID1.13",1.80607330501931e-07,-1.25382440103972,0.14,0.312,0.00368998836948495,"Neuron","ID1"
"FYB.12",1.91599037943537e-07,-0.508192193919761,0,0.113,0.00391455994422441,"Neuron","FYB"
"PIK3R1.6",1.97622219439168e-07,0.796506781034195,0.252,0.149,0.00403761956536165,"Neuron","PIK3R1"
"PDLIM5.11",2.00033269133093e-07,-0.339395249732971,0.061,0.219,0.00408687972165823,"Neuron","PDLIM5"
"BTG2.10",2.00662577176136e-07,-0.375340190846239,0.22,0.466,0.00409973711428563,"Neuron","BTG2"
"FCGR3A.11",2.03049242808625e-07,-1.16462910231989,0.023,0.15,0.00414849907982301,"Neuron","FCGR3A"
"IL2RG.11",2.08159780072062e-07,-0.540315023209517,0.005,0.121,0.0042529124666523,"Neuron","IL2RG"
"NCF4.10",2.11594438611842e-07,-0.390596448927848,0.009,0.131,0.00432308597527854,"Neuron","NCF4"
"MYL9.12",2.19664819102301e-07,-2.09714849916506,0.374,0.566,0.00448797191907912,"Neuron","MYL9"
"PPM1K.2",2.25714043332965e-07,0.896312603874588,0.22,0.124,0.0046115636193358,"Neuron","PPM1K"
"LTB.11",2.26898009854787e-07,-1.31265237146286,0.005,0.12,0.00463575323934316,"Neuron","LTB"
"GTF2H5.5",2.26964002931709e-07,0.993569406862382,0.355,0.274,0.00463710154389774,"Neuron","GTF2H5"
"C4orf48.10",2.28750889407921e-07,-0.371894931025055,0.047,0.194,0.00467360942149323,"Neuron","C4orf48"
"ELN.10",2.34826692560946e-07,-0.63165207488825,0.047,0.19,0.0047977441557127,"Neuron","ELN"
"MNDA.11",2.40955330147468e-07,-0.670311734531152,0.014,0.137,0.00492295835024292,"Neuron","MNDA"
"ELK3.8",2.41213107969553e-07,-0.42855344089874,0,0.112,0.00492822500892594,"Neuron","ELK3"
"COL1A2.11",2.41835274036829e-07,0.511584831931514,0.486,0.35,0.00494093648384645,"Neuron","COL1A2"
"SLC4A7.3",2.47087451061143e-07,-0.388880094356708,0.005,0.121,0.00504824371263021,"Neuron","SLC4A7"
"PNP.7",2.48246201502913e-07,-0.382931920804957,0,0.111,0.00507191814290601,"Neuron","PNP"
"ADGRL4.13",2.61682126827434e-07,-0.759311935401179,0.019,0.143,0.0053464275332113,"Neuron","ADGRL4"
"MPZL2.12",2.78462608898401e-07,-0.674569452366743,0,0.11,0.00568926956240323,"Neuron","MPZL2"
"CTHRC1.8",2.82486465418631e-07,-0.450877430714194,0,0.11,0.00577148097496805,"Neuron","CTHRC1"
"RAB2A.11",2.85548298075769e-07,0.912641706638034,0.477,0.459,0.00583403727798604,"Neuron","RAB2A"
"ITM2C.8",2.87513718674984e-07,0.853427693427126,0.266,0.165,0.0058741927862486,"Neuron","ITM2C"
"SMAP2.11",2.89257990514471e-07,-0.390149541230383,0.009,0.128,0.00590983000420117,"Neuron","SMAP2"
"CD69.12",2.9851765203299e-07,-0.990872569594035,0.009,0.127,0.00609901414868601,"Neuron","CD69"
"ITGA8.12",2.98680304753208e-07,-0.532703046850954,0.009,0.127,0.00610233730641278,"Neuron","ITGA8"
"GALNT18.1",3.01059118535553e-07,0.631459830981144,0.121,0.049,0.00615093885079989,"Neuron","GALNT18"
"VAMP5.9",3.01426726903131e-07,-0.278277751296316,0.192,0.418,0.00615844945735788,"Neuron","VAMP5"
"MS4A4A.12",3.03342256921819e-07,-0.810187744099121,0.014,0.135,0.00619758565116969,"Neuron","MS4A4A"
"RCAN2.13",3.12077096029644e-07,-0.483240188839481,0.014,0.135,0.00637604714898165,"Neuron","RCAN2"
"TBXA2R.2",3.12342166145731e-07,0.640781608080356,0.103,0.038,0.00638146279652343,"Neuron","TBXA2R"
"SLCO2B1.12",3.26022040361313e-07,-0.475798280357077,0,0.109,0.00666095630662199,"Neuron","SLCO2B1"
"MEIS2.9",3.30724282346767e-07,-0.394709967003325,0,0.109,0.0067570278126268,"Neuron","MEIS2"
"PTP4A3.11",3.33917250331004e-07,-0.524426637147922,0.028,0.159,0.00682226334151274,"Neuron","PTP4A3"
"WAS.10",3.35493531074292e-07,-0.417825909439721,0,0.109,0.00685446833337886,"Neuron","WAS"
"MSR1.12",3.38074561194089e-07,-0.750180219222679,0.014,0.134,0.00690720135975643,"Neuron","MSR1"
"TOB2.3",3.41503343055717e-07,1.09149156330921,0.271,0.179,0.00697725480197135,"Neuron","TOB2"
"P4HA2.5",3.48902248763038e-07,0.810314832056998,0.178,0.09,0.00712842184447763,"Neuron","P4HA2"
"MPZL1.7",3.52958878354261e-07,-0.279837336488571,0.023,0.151,0.00721130284365591,"Neuron","MPZL1"
"ZEB1.8",3.53015316948441e-07,-0.36573499302438,0.014,0.134,0.0072124559405736,"Neuron","ZEB1"
"IL16.9",3.65763412138676e-07,-0.434974703777952,0.005,0.117,0.00747291227340529,"Neuron","IL16"
"RGS19.11",3.75815280230358e-07,-0.410496838318502,0.014,0.134,0.00767828199038644,"Neuron","RGS19"
"ENTPD1.6",3.76175761368275e-07,-0.348091625643721,0,0.108,0.00768564698051523,"Neuron","ENTPD1"
"CXCL2.11",3.89640512125964e-07,-1.21124194519607,0.005,0.117,0.00796074530324557,"Neuron","CXCL2"
"SMIM4.3",3.93783875633957e-07,-0.305937962894975,0.023,0.152,0.00804539836307738,"Neuron","SMIM4"
"WLS.2",3.99270352359311e-07,0.929744375868436,0.178,0.091,0.00815749256905308,"Neuron","WLS"
"CLDN11.1",4.0812961336413e-07,0.673134911762907,0.117,0.046,0.00833849613064255,"Neuron","CLDN11"
"SVIL.10",4.1166767924059e-07,-0.411781533392556,0.014,0.132,0.00841078235456449,"Neuron","SVIL"
"PROCR.8",4.24853775578463e-07,-0.439683378904751,0.009,0.125,0.00868018748884358,"Neuron","PROCR"
"LDHA.10",4.33186286327789e-07,-0.414656906742084,0.533,0.778,0.00885042901596306,"Neuron","LDHA"
"ARID5A.9",4.42942182478374e-07,-0.260249371141014,0.145,0.343,0.00904975173021567,"Neuron","ARID5A"
"REL.10",4.43365295264822e-07,-0.38788155059595,0.037,0.174,0.00905839634755558,"Neuron","REL"
"SLC25A5.9",4.46123088347316e-07,-0.267605484934017,0.257,0.52,0.00911474081802402,"Neuron","SLC25A5"
"NOTCH3.12",4.62891792549743e-07,-0.492975133689329,0.005,0.116,0.00945734221358379,"Neuron","NOTCH3"
"SERPING1.12",4.75480590462247e-07,0.293344128000647,0.715,0.613,0.00971454394373417,"Neuron","SERPING1"
"MT-CYB.8",4.75969215822998e-07,-0.323642782983994,0.818,0.975,0.00972452704847967,"Neuron","MT-CYB"
"MS4A7.12",4.80011903970314e-07,-0.813030801967986,0.014,0.13,0.00980712321001749,"Neuron","MS4A7"
"PIGK.3",4.95023181744127e-07,0.912174445750287,0.243,0.15,0.0101138186262143,"Neuron","PIGK"
"GMDS.8",5.23225708360921e-07,-0.330287969261238,0.019,0.141,0.010690024447522,"Neuron","GMDS"
"XBP1.8",5.34103145677687e-07,-0.359213622706274,0.276,0.532,0.0109122613693408,"Neuron","XBP1"
"NCF1.11",5.40421984183589e-07,-0.453074482052596,0.005,0.115,0.0110413615588549,"Neuron","NCF1"
"RCN3.10",5.58713495317926e-07,-0.339240404587024,0.056,0.204,0.0114150754228405,"Neuron","RCN3"
"ARHGAP18.9",5.62748618044156e-07,-0.33830320688396,0.009,0.124,0.0114975170152602,"Neuron","ARHGAP18"
"EPDR1.2",5.6794937712881e-07,0.734720929810778,0.154,0.073,0.0116037737241187,"Neuron","EPDR1"
"MEOX2.10",5.68874826372046e-07,-0.441323840622606,0,0.105,0.0116226815776073,"Neuron","MEOX2"
"COL6A3.11",5.75662695665067e-07,-0.409518047579246,0.014,0.132,0.011761364535133,"Neuron","COL6A3"
"VIT.13",5.77025688056014e-07,-0.531829559067164,0,0.105,0.0117892118326724,"Neuron","VIT"
"CCL4.11",5.78337855626175e-07,-1.41100620199,0.037,0.166,0.0118160207282984,"Neuron","CCL4"
"BNIP3.4",5.81379786051336e-07,1.04292742691207,0.252,0.162,0.0118781704088148,"Neuron","BNIP3"
"SGCA.12",5.84165545250888e-07,-0.441073332623376,0.019,0.14,0.0119350862550209,"Neuron","SGCA"
"CP.12",5.86423503972273e-07,-0.562060582059217,0.009,0.123,0.0119812186096575,"Neuron","CP"
"LY86.12",5.8942590067e-07,-0.457858701832719,0.009,0.122,0.0120425605765888,"Neuron","LY86"
"PPP1R12B.10",6.01337066936157e-07,-0.449997173528883,0.019,0.138,0.0122859176145726,"Neuron","PPP1R12B"
"DKK3.9",6.02804051855613e-07,0.586452151957508,0.341,0.224,0.012315889583462,"Neuron","DKK3"
"MAN1A1.7",6.06443723251881e-07,-0.374275758372396,0.019,0.138,0.0123902517097592,"Neuron","MAN1A1"
"AASS.1",6.24703606882323e-07,0.818373596763504,0.145,0.067,0.0127633193922128,"Neuron","AASS"
"APOL1.4",6.34884971503531e-07,-0.335533529608094,0.005,0.114,0.0129713348527886,"Neuron","APOL1"
"DSTN.10",6.44821002933204e-07,-1.12831470873192,0.505,0.725,0.0131743379109283,"Neuron","DSTN"
"PDGFRL.11",6.51780924347664e-07,-0.487411680702284,0.005,0.113,0.0133165360653471,"Neuron","PDGFRL"
"ITGA5.9",6.63158291876042e-07,-0.358929399121882,0.019,0.139,0.0135489870613194,"Neuron","ITGA5"
"F10.11",6.84314869673131e-07,-0.430576867473522,0,0.104,0.0139812371022917,"Neuron","F10"
"CCNH",6.90547510984211e-07,-0.288939432435432,0.037,0.17,0.0141085761969184,"Neuron","CCNH"
"C9orf142.6",7.0064115758085e-07,1.0607732071072,0.308,0.223,0.0143147994905344,"Neuron","C9orf142"
"LGMN.8",7.1419896670952e-07,-0.483295471017034,0.117,0.293,0.0145917990888422,"Neuron","LGMN"
"ZNF667-AS1.5",7.16435799737045e-07,-0.298282816618883,0.009,0.122,0.0146374998244276,"Neuron","ZNF667-AS1"
"TMEM255B.9",7.34634040974031e-07,-0.413966431401892,0,0.103,0.0150093080911404,"Neuron","TMEM255B"
"GIMAP1.11",7.40900739397272e-07,-0.38832925591377,0.005,0.112,0.0151373430066257,"Neuron","GIMAP1"
"UBAC2.1",7.4606709445288e-07,-0.251255597409173,0.028,0.155,0.0152428968067668,"Neuron","UBAC2"
"ADAM9.7",7.6513443149121e-07,-0.266690783893705,0.033,0.163,0.0156324615697969,"Neuron","ADAM9"
"PTPRS.8",7.88269862735835e-07,0.941144186908153,0.257,0.155,0.0161051415655558,"Neuron","PTPRS"
"RGS16.11",7.98693473337423e-07,-0.869480433559981,0.042,0.173,0.0163181063537569,"Neuron","RGS16"
"PTRF.12",7.99954438895544e-07,-0.471242061713221,0.313,0.524,0.0163438691410749,"Neuron","PTRF"
"ARHGAP30.12",8.11535850387124e-07,-0.445931953953601,0.009,0.119,0.0165804889592593,"Neuron","ARHGAP30"
"ZC2HC1A.2",8.13727187299473e-07,0.904190906699223,0.178,0.093,0.0166252601637155,"Neuron","ZC2HC1A"
"BCAR3",8.14434947562789e-07,0.6902780231007,0.121,0.051,0.0166397204136553,"Neuron","BCAR3"
"TBXAS1.11",8.32069726017325e-07,-0.381341118503434,0.005,0.111,0.01700001657226,"Neuron","TBXAS1"
"TMOD3.2",8.33801477369021e-07,-0.336149689837177,0.019,0.137,0.0170353979841265,"Neuron","TMOD3"
"FMNL1.11",8.45363383665146e-07,-0.420687887160397,0.014,0.127,0.0172716192916626,"Neuron","FMNL1"
