"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GPRASP1",5.97476128883555e-05,0.738898434231584,0.25,0.026,1,"Osteoblasts","GPRASP1"
"UPF1.1",6.63298939302769e-05,0.862865041370195,0.25,0.027,1,"Osteoblasts","UPF1"
"ASAP2.1",6.69330356742871e-05,0.793623677013787,0.375,0.054,1,"Osteoblasts","ASAP2"
"ITGA7.8",6.79690922491945e-05,1.20567115557069,0.5,0.099,1,"Osteoblasts","ITGA7"
"SLC2A10",6.92857481261454e-05,0.698592918029373,0.25,0.026,1,"Osteoblasts","SLC2A10"
"COL4A1.11",6.93798174175796e-05,1.63239525125651,0.625,0.156,1,"Osteoblasts","COL4A1"
"AC010524.4",7.57293952369965e-05,1.07367785188225,0.125,0.007,1,"Osteoblasts","AC010524.4"
"CLSTN2",7.73898847539969e-05,0.610593625345943,0.25,0.026,1,"Osteoblasts","CLSTN2"
"SEC24B",7.82419867016358e-05,0.907834952384997,0.375,0.057,1,"Osteoblasts","SEC24B"
"COLQ",7.98797873108826e-05,0.428373077190007,0.125,0.007,1,"Osteoblasts","COLQ"
"HHIP-AS1.2",8.13103918273292e-05,0.435085865689653,0.125,0.007,1,"Osteoblasts","HHIP-AS1"
"ZNRF3-AS1",8.18893862298604e-05,0.425181711369577,0.125,0.007,1,"Osteoblasts","ZNRF3-AS1"
"FAT1",8.43828283845233e-05,0.687903697645946,0.25,0.027,1,"Osteoblasts","FAT1"
"MPZL1.8",8.44645114262702e-05,1.2726817175933,0.625,0.148,1,"Osteoblasts","MPZL1"
"CLIC4.12",8.53454768946469e-05,1.41716698250869,1,0.396,1,"Osteoblasts","CLIC4"
"MYL5",9.22464873868686e-05,0.420158700949534,0.25,0.026,1,"Osteoblasts","MYL5"
"NEO1",9.53384542892616e-05,0.854078459343785,0.25,0.028,1,"Osteoblasts","NEO1"
"HPS4.1",9.720880940394e-05,0.636667974257102,0.375,0.056,1,"Osteoblasts","HPS4"
"ERMARD",0.000101967914559685,0.610938347410075,0.25,0.027,1,"Osteoblasts","ERMARD"
"PDE5A.2",0.000107302557087816,0.757403943224514,0.375,0.056,1,"Osteoblasts","PDE5A"
"SEMA5A.2",0.000110235752256758,1.28560522106384,0.25,0.028,1,"Osteoblasts","SEMA5A"
"PDLIM7.11",0.000111621111984721,1.52049001659739,0.875,0.322,1,"Osteoblasts","PDLIM7"
"ARHGAP20",0.000113010617621416,0.576034846721787,0.125,0.007,1,"Osteoblasts","ARHGAP20"
"TCEAL7.2",0.000113163696600102,0.66848945148529,0.375,0.057,1,"Osteoblasts","TCEAL7"
"HRAT92.1",0.000114792869143145,0.662014089028419,0.25,0.028,1,"Osteoblasts","HRAT92"
"ITGB1.11",0.00011655543019836,1.79091854407548,1,0.66,1,"Osteoblasts","ITGB1"
"ZNF30",0.000116930501247799,0.426557955584062,0.125,0.007,1,"Osteoblasts","ZNF30"
"RP11-206L10.9",0.000121424458916869,0.611272782612283,0.25,0.028,1,"Osteoblasts","RP11-206L10.9"
"ACTA2.12",0.000122064854207196,1.5429101140441,1,0.459,1,"Osteoblasts","ACTA2"
"CALCRL.8",0.000128293933704499,0.930446285979528,0.5,0.1,1,"Osteoblasts","CALCRL"
"FBLIM1.10",0.00012994684639481,1.56887149024855,0.625,0.173,1,"Osteoblasts","FBLIM1"
"EFHD1.10",0.000130730512094151,1.08144261433285,0.625,0.15,1,"Osteoblasts","EFHD1"
"MYO10.1",0.000150745605214969,0.61550548055114,0.25,0.028,1,"Osteoblasts","MYO10"
"CTGF.13",0.000153070691509991,1.06121296927279,1,0.439,1,"Osteoblasts","CTGF"
"TBX15",0.000155520493510076,0.319269630364414,0.125,0.008,1,"Osteoblasts","TBX15"
"PTGER1.1",0.000160792427505476,1.06168973497006,0.25,0.028,1,"Osteoblasts","PTGER1"
"JMY",0.00016480227742715,0.563880263534556,0.25,0.028,1,"Osteoblasts","JMY"
"TPM2.11",0.000173343194266806,1.33742876936684,1,0.453,1,"Osteoblasts","TPM2"
"EDIL3.9",0.000177086278989948,1.83173207026327,0.5,0.11,1,"Osteoblasts","EDIL3"
"NOTCH3.10",0.000177542014235242,1.62785740872284,0.5,0.113,1,"Osteoblasts","NOTCH3"
"LINC01088",0.000178434592871039,0.561976069877975,0.25,0.028,1,"Osteoblasts","LINC01088"
"FAM26E",0.000179132409859773,0.813771317152657,0.25,0.03,1,"Osteoblasts","FAM26E"
"PEX10",0.000179278685584532,0.693665450666497,0.375,0.061,1,"Osteoblasts","PEX10"
"POLE.1",0.000179784656974182,0.426634488138006,0.125,0.008,1,"Osteoblasts","POLE"
"GPRC5C.8",0.000183729649204531,1.14073336414633,0.5,0.106,1,"Osteoblasts","GPRC5C"
"IGFBP7.13",0.000184327098370615,1.77698893673967,1,0.783,1,"Osteoblasts","IGFBP7"
"FOXS1.1",0.000200877321571429,1.45531197018529,0.375,0.063,1,"Osteoblasts","FOXS1"
"ITGA11.1",0.000204062939949134,0.600152824647443,0.25,0.029,1,"Osteoblasts","ITGA11"
"TMEM98.11",0.000205098752335729,1.4097129693127,0.625,0.159,1,"Osteoblasts","TMEM98"
"TAGLN.14",0.000206781737284872,1.87326671289812,1,0.637,1,"Osteoblasts","TAGLN"
"RP11-89C3.4",0.000217730076594758,0.428497976958149,0.125,0.008,1,"Osteoblasts","RP11-89C3.4"
"TINAGL1.11",0.000236548950237996,1.49718222340064,0.875,0.357,1,"Osteoblasts","TINAGL1"
"LZTS1",0.000237065005019991,0.414218873969502,0.125,0.008,1,"Osteoblasts","LZTS1"
"LTBP2.10",0.00024273437788925,1.8220933272649,0.5,0.114,1,"Osteoblasts","LTBP2"
"MLIP",0.000250053333796683,0.310461172342184,0.125,0.008,1,"Osteoblasts","MLIP"
"SH3D21",0.000252169475149814,0.254046276276164,0.125,0.008,1,"Osteoblasts","SH3D21"
"FAM160B1",0.000256359295664504,0.552693992047321,0.25,0.03,1,"Osteoblasts","FAM160B1"
"AASDH",0.000262185617510187,1.22689951597026,0.375,0.065,1,"Osteoblasts","AASDH"
"NTHL1",0.000266543873365348,0.854376099276115,0.375,0.065,1,"Osteoblasts","NTHL1"
"ARMCX5",0.000268343469777554,0.808450353460013,0.25,0.031,1,"Osteoblasts","ARMCX5"
"FUT2",0.000270312200643714,0.42788806575277,0.125,0.008,1,"Osteoblasts","FUT2"
"GLIS3",0.0002742657163393,1.23947148454999,0.25,0.031,1,"Osteoblasts","GLIS3"
"GRK5.6",0.000289781653564421,1.25579736787541,0.5,0.112,1,"Osteoblasts","GRK5"
"SLC16A7",0.000292884493759614,0.747418570497463,0.375,0.064,1,"Osteoblasts","SLC16A7"
"FHL1.14",0.000294524039491342,1.49964386518776,1,0.418,1,"Osteoblasts","FHL1"
"CPE.14",0.000297623869442354,1.35399708665992,1,0.397,1,"Osteoblasts","CPE"
"MBNL1-AS1.2",0.000312918467586453,0.979211826280019,0.375,0.065,1,"Osteoblasts","MBNL1-AS1"
"MOCS1",0.00031786547309708,0.677285626829446,0.25,0.031,1,"Osteoblasts","MOCS1"
"TMEM159.4",0.00032658419769243,1.34258015697599,0.5,0.115,1,"Osteoblasts","TMEM159"
"ZNF816",0.000334238917913355,0.423960476378424,0.125,0.008,1,"Osteoblasts","ZNF816"
"ITGA8.10",0.00036515274580527,1.73454014648297,0.5,0.124,1,"Osteoblasts","ITGA8"
"MYL9.12",0.000378946129928022,1.44471802273836,1,0.561,1,"Osteoblasts","MYL9"
"CAMSAP2",0.00037921553622702,0.534452459051491,0.375,0.063,1,"Osteoblasts","CAMSAP2"
"DAAM1.9",0.000382993973864277,0.987661624816393,0.75,0.235,1,"Osteoblasts","DAAM1"
"GUCY1A2",0.0003928847838288,0.3118209312125,0.125,0.009,1,"Osteoblasts","GUCY1A2"
"ANKLE2",0.000398799503359447,0.772517327900643,0.5,0.108,1,"Osteoblasts","ANKLE2"
"ZC3H10",0.000401707832979194,0.646455398235689,0.25,0.032,1,"Osteoblasts","ZC3H10"
"SEC22B.3",0.000413339913891582,1.26566617457554,0.75,0.242,1,"Osteoblasts","SEC22B"
"CCDC3.10",0.000420923219943373,1.30282304010366,0.75,0.21,1,"Osteoblasts","CCDC3"
"RP11-146F11.1",0.000429720433063265,0.473271289354816,0.125,0.009,1,"Osteoblasts","RP11-146F11.1"
"PPL",0.000439589622761155,0.800350508647126,0.25,0.033,1,"Osteoblasts","PPL"
"MYH9.10",0.000447348517961887,1.17754611319699,0.875,0.359,1,"Osteoblasts","MYH9"
"SUGCT.1",0.000473793349215753,1.00297522434077,0.375,0.066,1,"Osteoblasts","SUGCT"
"AGAP2-AS1",0.000475406141064339,0.63642955344882,0.25,0.033,1,"Osteoblasts","AGAP2-AS1"
"DIRC2",0.000478289895530344,0.562793644946224,0.25,0.032,1,"Osteoblasts","DIRC2"
"USP44",0.000482758965318201,0.463683521300773,0.125,0.009,1,"Osteoblasts","USP44"
"WDR20",0.00049475437637162,0.617720824958337,0.375,0.066,1,"Osteoblasts","WDR20"
"GSTM2",0.000502518569798785,0.473477099555863,0.125,0.009,1,"Osteoblasts","GSTM2"
"FN1.12",0.000502810372546854,2.84267703717396,0.75,0.311,1,"Osteoblasts","FN1"
"MED7",0.000512528876691086,0.783180931320656,0.375,0.07,1,"Osteoblasts","MED7"
"ZFHX4",0.000524056343630398,1.06325743444115,0.125,0.009,1,"Osteoblasts","ZFHX4"
"EPHA3.1",0.00052427421691523,0.739274507794058,0.25,0.033,1,"Osteoblasts","EPHA3"
"IGFBP5.13",0.000525156735089129,1.32640940780844,0.75,0.247,1,"Osteoblasts","IGFBP5"
"SOD3.14",0.000525252428604592,0.995361173623905,1,0.406,1,"Osteoblasts","SOD3"
"RP1-78B3.1",0.000525841527539549,0.415751354739053,0.125,0.009,1,"Osteoblasts","RP1-78B3.1"
"SLC30A7",0.00056220011799544,0.884567288518342,0.5,0.12,1,"Osteoblasts","SLC30A7"
"CDR2",0.000580375689379979,0.550267952736676,0.25,0.033,1,"Osteoblasts","CDR2"
"MMP19",0.000581482472439716,0.534544667409315,0.25,0.033,1,"Osteoblasts","MMP19"
"SYT1",0.000610254763483776,0.423178051735825,0.125,0.009,1,"Osteoblasts","SYT1"
"LMCD1.10",0.000622560137313911,1.50598579696506,0.625,0.195,1,"Osteoblasts","LMCD1"
"RP11-83A24.2.1",0.000640144059034379,1.05623786021191,0.375,0.074,1,"Osteoblasts","RP11-83A24.2"
"ZNF674-AS1",0.000648712019019557,0.429961561754669,0.125,0.009,1,"Osteoblasts","ZNF674-AS1"
"CALM2.11",0.000649175946765872,0.952625467651275,1,0.887,1,"Osteoblasts","CALM2"
"ZNF736",0.000662952722378924,1.06734191762308,0.125,0.009,1,"Osteoblasts","ZNF736"
"PTPRK",0.000663762923806148,0.374360312421581,0.25,0.032,1,"Osteoblasts","PTPRK"
"TMEM59L",0.000664923301382571,0.420682934746225,0.125,0.009,1,"Osteoblasts","TMEM59L"
"NHS",0.000714684853126091,1.06828961855098,0.125,0.009,1,"Osteoblasts","NHS"
"ZDHHC15",0.000724384303538771,0.56983842743147,0.125,0.009,1,"Osteoblasts","ZDHHC15"
"COL8A1.9",0.000750509876888207,2.03378026569205,0.5,0.121,1,"Osteoblasts","COL8A1"
"IFFO2",0.000790065197806465,0.569815092711579,0.125,0.01,1,"Osteoblasts","IFFO2"
"ARMC2",0.000822229969572592,0.419629577921608,0.125,0.01,1,"Osteoblasts","ARMC2"
"PLPP1.13",0.000838633671108654,0.933056282577017,0.75,0.273,1,"Osteoblasts","PLPP1"
"MPC1.4",0.0008529247519735,1.14208780949149,0.75,0.273,1,"Osteoblasts","MPC1"
"KCNK3",0.000855658303897749,0.469040471370536,0.125,0.01,1,"Osteoblasts","KCNK3"
"PROCR.10",0.000864360199881217,1.5750721020942,0.5,0.123,1,"Osteoblasts","PROCR"
"LBR.2",0.000870098630463619,1.11742759823733,0.625,0.18,1,"Osteoblasts","LBR"
"FBXO38",0.000871145795174187,0.539654555304614,0.25,0.035,1,"Osteoblasts","FBXO38"
"MAN1C1",0.000881839055770141,0.668827166935371,0.25,0.035,1,"Osteoblasts","MAN1C1"
"PTHLH",0.000883115828417939,0.424128394673737,0.125,0.01,1,"Osteoblasts","PTHLH"
"AOC3.9",0.000888055136297497,1.12677915538543,0.625,0.18,1,"Osteoblasts","AOC3"
"CETN2.6",0.0008884773518139,1.3235038654997,0.625,0.186,1,"Osteoblasts","CETN2"
"SLC30A5",0.000890947487939475,0.854528846519355,0.5,0.123,1,"Osteoblasts","SLC30A5"
"PDLIM5.10",0.000901262488661053,1.2724302389166,0.625,0.215,1,"Osteoblasts","PDLIM5"
"MYADM.9",0.000915153140918154,1.32224464715962,0.75,0.304,1,"Osteoblasts","MYADM"
"TP53BP2",0.000932242187786567,1.23592438680344,0.25,0.037,1,"Osteoblasts","TP53BP2"
"USP40",0.000940532272613317,0.379993119366493,0.25,0.034,1,"Osteoblasts","USP40"
"TRUB1",0.000990597154487108,0.82997566277664,0.25,0.037,1,"Osteoblasts","TRUB1"
"MLLT11",0.00100720796709933,0.661855902168631,0.25,0.036,1,"Osteoblasts","MLLT11"
"NMUR1",0.00100923320581122,0.422360874254388,0.125,0.01,1,"Osteoblasts","NMUR1"
"CRYAB.14",0.0010164288490397,1.94206890433406,1,0.371,1,"Osteoblasts","CRYAB"
"EFNA5",0.00101777577892695,0.823300239944944,0.25,0.037,1,"Osteoblasts","EFNA5"
"CNN1.10",0.00105274552787213,2.4431351028196,0.625,0.192,1,"Osteoblasts","CNN1"
"EFEMP1.13",0.00106794813445514,1.54330799119204,0.875,0.329,1,"Osteoblasts","EFEMP1"
"CXCL12.13",0.00107537288517281,1.17046369388062,0.875,0.372,1,"Osteoblasts","CXCL12"
"HSPA2.4",0.00110137495821926,0.69643829544631,0.5,0.119,1,"Osteoblasts","HSPA2"
"HPS6",0.00110462534706713,0.381078624310188,0.25,0.035,1,"Osteoblasts","HPS6"
"CDH11.2",0.00112044135409011,1.40187363550813,0.375,0.078,1,"Osteoblasts","CDH11"
"PARVA.9",0.0011719573882246,0.820330179503031,0.5,0.128,1,"Osteoblasts","PARVA"
"VWA5A",0.00117876075011082,0.715368843626761,0.375,0.076,1,"Osteoblasts","VWA5A"
"SORBS3.8",0.00120022504517125,1.04008139206403,0.625,0.205,1,"Osteoblasts","SORBS3"
"SLC16A1-AS1",0.00122274136326116,0.559798566021037,0.25,0.036,1,"Osteoblasts","SLC16A1-AS1"
"PIP4K2C",0.00122497171115627,0.531634146968315,0.25,0.036,1,"Osteoblasts","PIP4K2C"
"LAPTM4B.7",0.00122851995536626,1.16854810490204,0.5,0.135,1,"Osteoblasts","LAPTM4B"
"NCALD",0.00124286361602255,0.733273169754921,0.25,0.037,1,"Osteoblasts","NCALD"
"TNKS1BP1",0.00124441282444951,0.617283200912216,0.375,0.073,1,"Osteoblasts","TNKS1BP1"
"CCPG1.4",0.00127066773227263,1.09743738409749,0.75,0.291,1,"Osteoblasts","CCPG1"
"HAAO.1",0.0012963649231553,1.04657156532102,0.375,0.075,1,"Osteoblasts","HAAO"
"TPH1",0.00130790522999416,0.466392037551271,0.125,0.01,1,"Osteoblasts","TPH1"
"NR2F2.10",0.00133928583238345,1.15331181442389,0.625,0.2,1,"Osteoblasts","NR2F2"
"TP53RK",0.00134212131906279,1.28249597303209,0.375,0.083,1,"Osteoblasts","TP53RK"
"GPR89B",0.00135541300562855,0.572312466856165,0.25,0.037,1,"Osteoblasts","GPR89B"
"COL16A1.3",0.00138826309914442,1.04543022094755,0.375,0.079,1,"Osteoblasts","COL16A1"
"MIATNB.1",0.00142694209524337,0.573124547528139,0.125,0.011,1,"Osteoblasts","MIATNB"
"CCL21.3",0.001460994976211,2.36832541541593,0.375,0.081,1,"Osteoblasts","CCL21"
"TPM1.14",0.00147314075311124,1.40395548839743,0.875,0.448,1,"Osteoblasts","TPM1"
"PDGFA.2",0.00147473848794464,1.02650494209864,0.375,0.081,1,"Osteoblasts","PDGFA"
"ANGPT2.1",0.0015486311770037,1.15838277095051,0.375,0.079,1,"Osteoblasts","ANGPT2"
"SYNM",0.00162889747941083,0.567238992194526,0.25,0.038,1,"Osteoblasts","SYNM"
"FGF13.1",0.00163570426605141,0.535217509559637,0.25,0.038,1,"Osteoblasts","FGF13"
"LEMD3",0.00170134565029966,0.516691954073851,0.25,0.038,1,"Osteoblasts","LEMD3"
"ACO1",0.00170160765284781,0.502512965532268,0.375,0.075,1,"Osteoblasts","ACO1"
"ECM2.11",0.00171707619631031,0.802261053918996,0.5,0.13,1,"Osteoblasts","ECM2"
"RERG.2",0.00172427325507328,0.73153791607144,0.375,0.079,1,"Osteoblasts","RERG"
"GLG1.6",0.00174222576729705,1.6032150120799,0.625,0.232,1,"Osteoblasts","GLG1"
"ZNF627",0.00175681238647732,0.308251530321406,0.125,0.011,1,"Osteoblasts","ZNF627"
"SESN2",0.00176418104763234,1.23057972264906,0.25,0.04,1,"Osteoblasts","SESN2"
"GAS6.8",0.00176743308919114,1.9026627412002,0.875,0.478,1,"Osteoblasts","GAS6"
"FKBP1C",0.00177605230150845,1.0678121833691,0.125,0.011,1,"Osteoblasts","FKBP1C"
"CTB-25B13.5",0.00177605230334882,1.05971194284747,0.125,0.011,1,"Osteoblasts","CTB-25B13.5"
"RCAN2.10",0.00178097675609145,0.947245976480065,0.5,0.132,1,"Osteoblasts","RCAN2"
"SLC25A28",0.00180224600857807,0.432851307865998,0.25,0.038,1,"Osteoblasts","SLC25A28"
"PEA15.5",0.00183048908023634,1.05163394647224,0.75,0.295,1,"Osteoblasts","PEA15"
"ZNF2",0.00186138294875851,0.465669023564513,0.125,0.011,1,"Osteoblasts","ZNF2"
"MYOZ2",0.00196416031559546,0.40997863979191,0.125,0.011,1,"Osteoblasts","MYOZ2"
"THAP8",0.00196848981223266,0.467238226038962,0.125,0.011,1,"Osteoblasts","THAP8"
"UCKL1-AS1",0.0020007057778668,0.413769972813282,0.125,0.011,1,"Osteoblasts","UCKL1-AS1"
"COL8A2",0.00202304902161559,0.567010371298866,0.125,0.011,1,"Osteoblasts","COL8A2"
"WT1",0.00204756845694634,0.410614702365211,0.125,0.011,1,"Osteoblasts","WT1"
"MORF4L2.12",0.00205087604877507,1.00844842091138,0.875,0.491,1,"Osteoblasts","MORF4L2"
"DOLK",0.00208359808851399,0.659400961415816,0.25,0.04,1,"Osteoblasts","DOLK"
"KCTD11.2",0.00209665284090286,1.19127748594878,0.25,0.041,1,"Osteoblasts","KCTD11"
"NUAK1.1",0.00210236831858731,0.68014496812018,0.25,0.04,1,"Osteoblasts","NUAK1"
"IRF9",0.00210530255699442,0.494370915866501,0.25,0.039,1,"Osteoblasts","IRF9"
"SHROOM3",0.00217025745369602,0.469476395396052,0.125,0.011,1,"Osteoblasts","SHROOM3"
"DKK3.8",0.00225288545946444,1.64654236338602,0.625,0.226,1,"Osteoblasts","DKK3"
"FZD8",0.00227847937852942,0.559722912720987,0.125,0.011,1,"Osteoblasts","FZD8"
"UBE2M",0.00236946133365014,0.586051344538896,0.375,0.081,1,"Osteoblasts","UBE2M"
"SMC6",0.00243302960196865,1.08466165832294,0.375,0.082,1,"Osteoblasts","SMC6"
"TGFBI.12",0.00243547597189978,1.63444041564987,0.625,0.245,1,"Osteoblasts","TGFBI"
"ACTN1.12",0.00246408515361436,1.47567985271609,0.875,0.362,1,"Osteoblasts","ACTN1"
"TAF1",0.00249954566854275,0.6102188807488,0.25,0.041,1,"Osteoblasts","TAF1"
"SNED1.1",0.00250893869237087,0.496657987366832,0.25,0.04,1,"Osteoblasts","SNED1"
"SCAMP3",0.00251424233304257,1.19848097723478,0.5,0.149,1,"Osteoblasts","SCAMP3"
"DGKG",0.00257289808132263,0.301592460023916,0.125,0.011,1,"Osteoblasts","DGKG"
"LRCH2",0.00261315325681988,0.45895458639448,0.125,0.012,1,"Osteoblasts","LRCH2"
"ZNF136",0.00263716766836551,0.698473635528698,0.25,0.042,1,"Osteoblasts","ZNF136"
"SARM1",0.00264811639603123,0.411530472549529,0.125,0.012,1,"Osteoblasts","SARM1"
"VCL.7",0.00268876825023499,1.31038226216552,0.5,0.154,1,"Osteoblasts","VCL"
"MACROD1",0.00270439937163942,0.760420808163742,0.375,0.087,1,"Osteoblasts","MACROD1"
"DECR2",0.00272684361705995,0.524730661265484,0.25,0.041,1,"Osteoblasts","DECR2"
"PELI3",0.00274951337398522,0.306892200160299,0.125,0.012,1,"Osteoblasts","PELI3"
"SUCNR1",0.00276089332602882,1.03501871919507,0.125,0.012,1,"Osteoblasts","SUCNR1"
"RNF152.1",0.00282982294770329,0.51857468423628,0.25,0.04,1,"Osteoblasts","RNF152"
"TOR1AIP2.2",0.0028779408290203,2.03490616309823,0.5,0.152,1,"Osteoblasts","TOR1AIP2"
"ZNF516",0.00293361596952059,0.756771626169993,0.25,0.043,1,"Osteoblasts","ZNF516"
"GABPB2",0.00294313750578598,1.19532619205468,0.25,0.043,1,"Osteoblasts","GABPB2"
"SH3KBP1.4",0.00294419269064617,1.03501068557423,0.625,0.208,1,"Osteoblasts","SH3KBP1"
"BSG.12",0.00304227378685171,1.0073056742523,1,0.62,1,"Osteoblasts","BSG"
"RBM10",0.00304890509185675,0.704965393095264,0.375,0.086,1,"Osteoblasts","RBM10"
"NRBP1.1",0.00305298831951612,1.1713154284538,0.625,0.244,1,"Osteoblasts","NRBP1"
"FRY-AS1",0.00308395653814451,0.405990847413439,0.125,0.012,1,"Osteoblasts","FRY-AS1"
"SLC27A5.1",0.00320946844469792,0.651638053133238,0.25,0.042,1,"Osteoblasts","SLC27A5"
"ARHGAP15.6",0.00325681631415721,0.541249961076328,0.5,0.131,1,"Osteoblasts","ARHGAP15"
"DNAJC3.4",0.00327601239186261,1.03500022385831,0.75,0.33,1,"Osteoblasts","DNAJC3"
"THBS2.12",0.00328860599782,1.95874349664446,0.5,0.169,1,"Osteoblasts","THBS2"
"GPSM1",0.0033047949827095,0.456581412855369,0.125,0.012,1,"Osteoblasts","GPSM1"
"GREM1",0.00333300560253978,0.716519360028157,0.125,0.012,1,"Osteoblasts","GREM1"
"MAGI1.1",0.0033550531353509,0.344545564320837,0.25,0.04,1,"Osteoblasts","MAGI1"
"DHRS4-AS1",0.00338411290090763,0.661832161268435,0.25,0.044,1,"Osteoblasts","DHRS4-AS1"
"TASP1",0.00345239541322537,1.18521772283035,0.25,0.045,1,"Osteoblasts","TASP1"
"ZNF397.1",0.00345390045173011,0.680894366679633,0.375,0.087,1,"Osteoblasts","ZNF397"
"STEAP4.12",0.00352617950348582,1.33983562451873,0.5,0.151,1,"Osteoblasts","STEAP4"
"SLC35A2",0.00356962858511055,0.567463660959757,0.375,0.086,1,"Osteoblasts","SLC35A2"
"CNN3.13",0.00360122003511642,1.40012916220167,0.875,0.533,1,"Osteoblasts","CNN3"
"PRKAR1B.1",0.00361549670289005,1.18815376317845,0.25,0.045,1,"Osteoblasts","PRKAR1B"
"IL34.3",0.00361891932791223,1.3356386010664,0.25,0.045,1,"Osteoblasts","IL34"
"TRIL",0.00372592297414823,0.296991022979511,0.125,0.012,1,"Osteoblasts","TRIL"
"GPAT2",0.00373179681084455,0.539486813397113,0.25,0.042,1,"Osteoblasts","GPAT2"
"CDC42EP1.10",0.00377047080169082,0.749323503258397,0.625,0.212,1,"Osteoblasts","CDC42EP1"
"GGPS1",0.00378495120306314,0.682261723699658,0.5,0.14,1,"Osteoblasts","GGPS1"
"TRPC6",0.00382463191986987,0.293150277600207,0.125,0.012,1,"Osteoblasts","TRPC6"
"SMYD2",0.00384195707660704,0.580608787284665,0.25,0.044,1,"Osteoblasts","SMYD2"
"RPL4.9",0.00392150739187227,-1.27659713857111,0.625,0.906,1,"Osteoblasts","RPL4"
"TIMP2.8",0.00395187614888502,1.09513313566969,0.75,0.292,1,"Osteoblasts","TIMP2"
"RGS6",0.00401249574292577,0.296530399010964,0.125,0.012,1,"Osteoblasts","RGS6"
"CPEB4.2",0.00402241873702923,0.711471415368181,0.375,0.091,1,"Osteoblasts","CPEB4"
"MRGPRF.11",0.00405699765156041,0.799719279116511,0.5,0.146,1,"Osteoblasts","MRGPRF"
"POLR1A",0.00406242055467922,0.558761499135178,0.125,0.013,1,"Osteoblasts","POLR1A"
"KALRN.1",0.00419533821078897,0.687152755702395,0.25,0.045,1,"Osteoblasts","KALRN"
"NIPSNAP3B",0.0041957060975845,0.302651630173906,0.125,0.012,1,"Osteoblasts","NIPSNAP3B"
"RNF24.10",0.0042406439716774,0.955547522268969,0.5,0.152,1,"Osteoblasts","RNF24"
"TPM4.12",0.00429146382540747,0.950155812927912,0.875,0.616,1,"Osteoblasts","TPM4"
"VCAM1.3",0.00431625641172887,0.870427129871158,0.375,0.091,1,"Osteoblasts","VCAM1"
"PACSIN3.1",0.00433660065813131,0.549264022839035,0.25,0.044,1,"Osteoblasts","PACSIN3"
"COL14A1.12",0.00434934163019998,1.13876704024896,0.5,0.156,1,"Osteoblasts","COL14A1"
"ADGRL3",0.00439746196990634,0.290035776069618,0.125,0.012,1,"Osteoblasts","ADGRL3"
"ATP11C.1",0.00442924381539598,0.497751632530499,0.25,0.044,1,"Osteoblasts","ATP11C"
"PLN.10",0.00451114286190203,1.00886757784065,0.625,0.211,1,"Osteoblasts","PLN"
"CAV1.12",0.00460010543775552,0.872874030285236,0.875,0.426,1,"Osteoblasts","CAV1"
"RAB11FIP2",0.00469034765113001,0.556914738932657,0.25,0.045,1,"Osteoblasts","RAB11FIP2"
"CD151.10",0.00477656463307526,1.07376224717661,1,0.579,1,"Osteoblasts","CD151"
"ALDH3A2",0.00478718128985295,0.686076598422062,0.375,0.091,1,"Osteoblasts","ALDH3A2"
"COL5A3",0.0048199341349062,0.443363002652668,0.125,0.013,1,"Osteoblasts","COL5A3"
"PFDN4.1",0.004912188566928,0.99230975582796,0.625,0.234,1,"Osteoblasts","PFDN4"
"RAB2A.12",0.00494683380892153,1.01795900891361,0.875,0.459,1,"Osteoblasts","RAB2A"
"DES.2",0.00497788940340272,3.22820249598598,0.25,0.045,1,"Osteoblasts","DES"
"RBMXL1",0.00500696177744434,0.569290402758923,0.375,0.09,1,"Osteoblasts","RBMXL1"
"TRPT1",0.00505270593915586,0.590670321318798,0.375,0.091,1,"Osteoblasts","TRPT1"
"PASK",0.00507501274771299,0.38410160786877,0.125,0.013,1,"Osteoblasts","PASK"
"RP11-175K6.1",0.005114832219604,0.411243430134561,0.125,0.013,1,"Osteoblasts","RP11-175K6.1"
"CCL19.4",0.00520256007776614,3.19135489991111,0.375,0.095,1,"Osteoblasts","CCL19"
"MGLL.8",0.00522389969302426,1.49255846007158,0.625,0.234,1,"Osteoblasts","MGLL"
"STT3A",0.0052705218876993,0.799669353032053,0.375,0.098,1,"Osteoblasts","STT3A"
"FSTL3.12",0.00532779080015358,1.06944476296437,0.5,0.17,1,"Osteoblasts","FSTL3"
"PDGFRA.7",0.00534935517620405,1.07334359304712,0.375,0.097,1,"Osteoblasts","PDGFRA"
"CTC1",0.00540567454576115,0.456825114540037,0.125,0.013,1,"Osteoblasts","CTC1"
"C10orf10.12",0.00544037993928358,1.15404996256467,0.625,0.23,1,"Osteoblasts","C10orf10"
"CEBPB.12",0.00547776101236901,1.49520336855207,0.875,0.511,1,"Osteoblasts","CEBPB"
"ZNF90.2",0.00548821601816295,1.06006267935111,0.625,0.25,1,"Osteoblasts","ZNF90"
"DTWD1.9",0.0054989448487524,0.919280389409921,0.5,0.167,1,"Osteoblasts","DTWD1"
"ZNF354A",0.00553893315881363,0.408670212305905,0.25,0.045,1,"Osteoblasts","ZNF354A"
"DHX35",0.00561006588623117,0.414398385317097,0.125,0.013,1,"Osteoblasts","DHX35"
