"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ELK3",3.37664274745542e-08,-0.325991595679708,0.059,0.114,0.000689881879732617,"B_Cells","ELK3"
"LYL1.1",3.55076354526205e-08,0.274677617410756,0.145,0.092,0.000725456499932489,"B_Cells","LYL1"
"SEC61B",3.55463971386899e-08,-0.287963707632308,0.579,0.625,0.000726248439940573,"B_Cells","SEC61B"
"ABTB1",3.59852864746132e-08,-0.323680142652335,0.119,0.183,0.000735215387962822,"B_Cells","ABTB1"
"GMPS",3.67039780338432e-08,-0.25436011273624,0.074,0.134,0.00074989897520945,"B_Cells","GMPS"
"MRPL42",3.74496495226428e-08,-0.264911969717038,0.129,0.197,0.000765133789397116,"B_Cells","MRPL42"
"TMEM106C.1",3.99082039224018e-08,-0.319706276725776,0.092,0.152,0.000815364514338591,"B_Cells","TMEM106C"
"NME4.1",3.99175914795087e-08,-0.525178976981627,0.209,0.249,0.000815556311517842,"B_Cells","NME4"
"IAH1",4.03797379763452e-08,-0.341027249674399,0.209,0.276,0.00082499842659471,"B_Cells","IAH1"
"PPA2",4.18217849137577e-08,-0.290021059373994,0.156,0.223,0.000854460887572984,"B_Cells","PPA2"
"LINC00667",4.23687342558926e-08,-0.251918232121295,0.075,0.135,0.000865635609582141,"B_Cells","LINC00667"
"C9orf78",4.25356848303732e-08,-0.324118241485896,0.189,0.256,0.000869046576769355,"B_Cells","C9orf78"
"LAMTOR3",4.29569225359517e-08,-0.286301071336119,0.072,0.128,0.000877652884332029,"B_Cells","LAMTOR3"
"TUFM",4.38297095655517e-08,-0.393724084341917,0.439,0.446,0.000895484796133787,"B_Cells","TUFM"
"SMIM14",4.43110832974328e-08,0.437270476405724,0.308,0.239,0.00090531974284985,"B_Cells","SMIM14"
"ZNF207",4.43691127672253e-08,-0.378351563359416,0.259,0.315,0.000906505342947179,"B_Cells","ZNF207"
"TPGS1",4.4804400042349e-08,-0.366414339135474,0.161,0.219,0.000915398697265233,"B_Cells","TPGS1"
"ATG3.1",4.4939301964288e-08,-0.357755650904122,0.186,0.243,0.000918154878432368,"B_Cells","ATG3"
"IER3IP1.1",4.6437413455127e-08,-0.465841452318561,0.273,0.305,0.0009487627943017,"B_Cells","IER3IP1"
"MAPK1IP1L",4.72430276940071e-08,-0.331991385700203,0.207,0.271,0.000965222298816258,"B_Cells","MAPK1IP1L"
"COX14",4.75912436452463e-08,-0.42171104037736,0.291,0.333,0.000972336698916027,"B_Cells","COX14"
"DNTTIP1",4.76043087107885e-08,-0.291645948464659,0.089,0.147,0.00097260363127012,"B_Cells","DNTTIP1"
"SH3BP5",4.76913801612489e-08,-0.442392865115904,0.226,0.291,0.000974382588074477,"B_Cells","SH3BP5"
"USP14",4.84200466766461e-08,-0.282946899512631,0.113,0.176,0.000989269973650556,"B_Cells","USP14"
"ZNF22",5.08839367167583e-08,-0.278940027892099,0.116,0.182,0.00103960971106009,"B_Cells","ZNF22"
"SURF4.1",5.13091131490738e-08,-0.563928732810529,0.26,0.288,0.00104829649074873,"B_Cells","SURF4"
"GPBP1L1",5.19084141425035e-08,-0.271193677102938,0.129,0.195,0.00106054080934549,"B_Cells","GPBP1L1"
"TTC1",5.45468039403143e-08,-0.351502337417708,0.173,0.233,0.00111444575130456,"B_Cells","TTC1"
"UFD1L",5.50541042081247e-08,-0.377133231379474,0.166,0.221,0.0011248104030762,"B_Cells","UFD1L"
"BOLA3",5.75226442739818e-08,-0.340277469955708,0.105,0.163,0.00117524514516172,"B_Cells","BOLA3"
"ELAVL1",6.01418384399277e-08,-0.357163460082519,0.167,0.228,0.00122875790116616,"B_Cells","ELAVL1"
"LAMP2",6.05842814748503e-08,-0.558226092462168,0.303,0.319,0.00123779745481267,"B_Cells","LAMP2"
"C1orf52",6.23786771708982e-08,-0.276381592043209,0.109,0.174,0.00127445875327862,"B_Cells","C1orf52"
"NDUFV1",6.57637289559525e-08,-0.375437407722261,0.229,0.281,0.00134361874629907,"B_Cells","NDUFV1"
"PFKFB3.1",6.90068881544041e-08,-0.313646481318161,0.067,0.122,0.00140987973188263,"B_Cells","PFKFB3"
"IMP3",7.80503258280196e-08,-0.314066402642644,0.145,0.207,0.00159464620699227,"B_Cells","IMP3"
"SIGIRR",8.04497092252993e-08,-0.292061942700023,0.122,0.189,0.00164366800918209,"B_Cells","SIGIRR"
"CPT1A",8.04575224899107e-08,-0.274157544850029,0.06,0.115,0.00164382764199137,"B_Cells","CPT1A"
"CREBL2.1",8.49555808070751e-08,-0.263888814097411,0.069,0.124,0.00173572747146935,"B_Cells","CREBL2"
"MRPL50",8.88434497801299e-08,-0.338155054426755,0.123,0.18,0.00181516052245783,"B_Cells","MRPL50"
"FN3KRP",9.06323302619233e-08,-0.257415545747729,0.072,0.127,0.00185170913958135,"B_Cells","FN3KRP"
"HSD17B4",9.07996781723677e-08,-0.318815026145484,0.105,0.163,0.00185512822473964,"B_Cells","HSD17B4"
"EEF1A1",9.16701689746842e-08,0.374441945446661,0.999,0.995,0.00187291322232177,"B_Cells","EEF1A1"
"RPL21",9.19570061651648e-08,0.502057793366322,1,0.995,0.00187877359296048,"B_Cells","RPL21"
"SLC39A6",9.21525477653043e-08,-0.30996084182424,0.086,0.143,0.00188276870339293,"B_Cells","SLC39A6"
"TBC1D15",9.46667737123615e-08,-0.309495723306004,0.095,0.153,0.00193413685371726,"B_Cells","TBC1D15"
"KEAP1",9.68188963135551e-08,-0.310107619932875,0.079,0.132,0.00197810687058224,"B_Cells","KEAP1"
"GATM.1",9.7386393777408e-08,-0.281118736410765,0.052,0.104,0.00198970141126622,"B_Cells","GATM"
"IRF2BP2.1",9.83968265516562e-08,-0.282594349856722,0.1,0.161,0.00201034556327689,"B_Cells","IRF2BP2"
"RPS2.1",9.87946935105931e-08,0.408108485676991,1,0.992,0.00201847438311493,"B_Cells","RPS2"
"SKA2",1.04344162946185e-07,-0.265755925001473,0.055,0.106,0.0021318555931535,"B_Cells","SKA2"
"MDH1",1.07987225328142e-07,-0.349397051983501,0.265,0.318,0.00220628700067927,"B_Cells","MDH1"
"SDHAF2",1.12085086223496e-07,-0.295497714088849,0.118,0.178,0.00229001039663225,"B_Cells","SDHAF2"
"EVI5",1.19180066158807e-07,-0.280639134252808,0.062,0.114,0.00243496793169058,"B_Cells","EVI5"
"CHP1.1",1.21755301583783e-07,-0.395538494729929,0.174,0.229,0.00248758256665828,"B_Cells","CHP1"
"PRPF19",1.21803136037535e-07,-0.321587124124919,0.094,0.15,0.00248855987238288,"B_Cells","PRPF19"
"FUBP3",1.46212610394725e-07,-0.260840227464332,0.072,0.126,0.00298726984297463,"B_Cells","FUBP3"
"CCNL1",1.51926717820193e-07,-0.453780002815377,0.457,0.471,0.00310401477178437,"B_Cells","CCNL1"
"COPB1",1.54273835933556e-07,-0.321731498861619,0.175,0.233,0.00315196874195848,"B_Cells","COPB1"
"RPN2",1.57030049161305e-07,-0.399482091626962,0.46,0.459,0.00320828093441462,"B_Cells","RPN2"
"VBP1",1.57626798119293e-07,-0.28413671407575,0.155,0.218,0.00322047311237527,"B_Cells","VBP1"
"PHAX",1.59008553843169e-07,-0.255298774356532,0.086,0.143,0.00324870376356978,"B_Cells","PHAX"
"CRYZL1",1.67246689520403e-07,-0.253136169922025,0.088,0.146,0.00341701711359136,"B_Cells","CRYZL1"
"CMC1",1.69105207469238e-07,-0.508862214669884,0.095,0.152,0.00345498849380401,"B_Cells","CMC1"
"EFHD2.1",1.72720750263576e-07,-0.277166215111785,0.062,0.115,0.00352885764863512,"B_Cells","EFHD2"
"DUSP11",1.85447380744629e-07,-0.272388621295875,0.08,0.135,0.00378887543599352,"B_Cells","DUSP11"
"ERCC1.1",1.91080936670745e-07,-0.310881707894562,0.148,0.207,0.00390397461712,"B_Cells","ERCC1"
"COPE.1",1.93824913096884e-07,-0.307744806799312,0.572,0.546,0.00396003679948244,"B_Cells","COPE"
"TMEM120A",1.93886800987218e-07,-0.328014828273465,0.083,0.135,0.00396130123096984,"B_Cells","TMEM120A"
"RPS27A",1.95884582505764e-07,0.44076451611337,0.998,0.985,0.00400211790517526,"B_Cells","RPS27A"
"RBMX2",1.99278884266321e-07,-0.259338562715396,0.083,0.139,0.0040714668844452,"B_Cells","RBMX2"
"SCARB2",2.03070079586307e-07,-0.519309747339194,0.208,0.241,0.00414892479602784,"B_Cells","SCARB2"
"APEX1",2.20484080315863e-07,-0.331900846815756,0.242,0.297,0.00450471024493339,"B_Cells","APEX1"
"C21orf59",2.25863420364734e-07,-0.299983856378354,0.104,0.16,0.00461461554147187,"B_Cells","C21orf59"
"M6PR.1",2.36923346245032e-07,-0.252442638248739,0.189,0.258,0.00484058088713226,"B_Cells","M6PR"
"RPL37",2.43757852632801e-07,0.417879817999302,0.992,0.965,0.00498021668714075,"B_Cells","RPL37"
"CYB5R1",2.49310644645106e-07,-0.354049821254717,0.143,0.193,0.00509366578074415,"B_Cells","CYB5R1"
"CCDC90B",2.5697447504242e-07,-0.278432866212802,0.127,0.185,0.00525024549959169,"B_Cells","CCDC90B"
"RPS20",2.62039415166855e-07,0.473616338058193,0.988,0.958,0.00535372729127402,"B_Cells","RPS20"
"PLEKHO1.1",2.77676999432782e-07,-0.251509774986104,0.095,0.156,0.00567321877541118,"B_Cells","PLEKHO1"
"WDR45B",2.8489974172299e-07,-0.304105886828837,0.147,0.207,0.00582078662314241,"B_Cells","WDR45B"
"AP3S1",2.91755455771027e-07,-0.438431345306374,0.336,0.355,0.00596085571685784,"B_Cells","AP3S1"
"LSM2",2.94639580130536e-07,-0.300951082195683,0.19,0.253,0.00601978126164697,"B_Cells","LSM2"
"PLIN3.1",3.01196255995817e-07,-0.314098570099088,0.141,0.197,0.00615374070625054,"B_Cells","PLIN3"
"ETFA",3.17909358165636e-07,-0.3050795732807,0.146,0.205,0.00649520609668211,"B_Cells","ETFA"
"TXNL1",3.27744609514877e-07,-0.373821236119595,0.241,0.285,0.00669615011699846,"B_Cells","TXNL1"
"PSMD7",3.32819998295667e-07,-0.391815766296106,0.286,0.319,0.00679984538517877,"B_Cells","PSMD7"
"MPC1",3.46595337344436e-07,-0.507431030443798,0.248,0.277,0.00708128933728417,"B_Cells","MPC1"
"APRT",3.50523186264865e-07,-0.337403544191126,0.477,0.483,0.00716153921857746,"B_Cells","APRT"
"SNRPC",3.69056003438126e-07,-0.346204432386442,0.236,0.286,0.00754018320624434,"B_Cells","SNRPC"
"SSR1.1",3.71537031906415e-07,-0.434366484414438,0.319,0.341,0.00759087309887997,"B_Cells","SSR1"
"KPNB1",3.72307215561317e-07,-0.293046092205137,0.276,0.335,0.00760660872113326,"B_Cells","KPNB1"
"UNC50",3.82141448800059e-07,-0.39063358189118,0.179,0.226,0.00780753194043401,"B_Cells","UNC50"
"HADHA.1",3.83263664082248e-07,-0.283508090613009,0.342,0.396,0.00783045992086441,"B_Cells","HADHA"
"SH3GLB1",4.10982084396918e-07,-0.461816872606945,0.29,0.315,0.00839677496631343,"B_Cells","SH3GLB1"
"BOD1",4.16306001880564e-07,-0.300962827935479,0.095,0.147,0.00850554792442181,"B_Cells","BOD1"
"EIF4EBP1.1",4.17113568945133e-07,-0.305565993485415,0.089,0.14,0.008522047327118,"B_Cells","EIF4EBP1"
"SET",4.24501222931401e-07,-0.264300478862481,0.428,0.473,0.00867298448571146,"B_Cells","SET"
"HDGF",4.29020503886944e-07,-0.251273137448288,0.082,0.135,0.00876531791491416,"B_Cells","HDGF"
"IP6K2",4.51603748506175e-07,-0.288867069324446,0.122,0.18,0.00922671618572967,"B_Cells","IP6K2"
"JTB",4.76220542010614e-07,-0.319446506658808,0.52,0.502,0.00972966189381886,"B_Cells","JTB"
"PRKAG1",4.8414104516555e-07,-0.262148720769629,0.105,0.161,0.00989148569377735,"B_Cells","PRKAG1"
"ARL8B",4.92906661905616e-07,-0.252204520275299,0.077,0.13,0.0100705760093936,"B_Cells","ARL8B"
"PTP4A2.1",4.93385302873468e-07,-0.342930636574943,0.338,0.379,0.0100803551230078,"B_Cells","PTP4A2"
"MRPS7",5.06998728288318e-07,-0.297127286406288,0.188,0.244,0.0103584910176586,"B_Cells","MRPS7"
"BIRC2.1",5.19237828593297e-07,-0.274014094142737,0.114,0.172,0.0106085480759897,"B_Cells","BIRC2"
"HLA-E",5.27001798018171e-07,-0.426031981738798,0.888,0.795,0.0107671737353093,"B_Cells","HLA-E"
"COMMD5",6.22913424494428e-07,-0.293881039936265,0.082,0.131,0.0127267441758457,"B_Cells","COMMD5"
"NXT1.1",6.30849017332711e-07,-0.303608468349512,0.133,0.189,0.0128888762731246,"B_Cells","NXT1"
"GLG1.1",6.57417874463549e-07,-0.440757921380184,0.192,0.236,0.0134317045931648,"B_Cells","GLG1"
"OSBPL9",6.9298283825204e-07,-0.29274726108411,0.115,0.169,0.0141583323683274,"B_Cells","OSBPL9"
"HMOX2.1",6.98876498961936e-07,-0.391605095014649,0.139,0.189,0.0142787457502913,"B_Cells","HMOX2"
"ANP32B",7.01468591724455e-07,-0.359707871750932,0.368,0.4,0.0143317047975223,"B_Cells","ANP32B"
"CMSS1",7.22284889831851e-07,-0.33846704823044,0.099,0.149,0.0147570025841545,"B_Cells","CMSS1"
"CWC25",7.30812765496861e-07,-0.263848156867767,0.117,0.173,0.0149312356118664,"B_Cells","CWC25"
"DEXI.1",7.36120523090164e-07,-0.329125915083299,0.094,0.144,0.0150396784072551,"B_Cells","DEXI"
"HLA-DRB1.1",8.01041810354342e-07,-0.924323025497422,0.815,0.546,0.0163660852273496,"B_Cells","HLA-DRB1"
"OSTM1",8.0567786857076e-07,-0.296312403099112,0.116,0.169,0.0164608045327692,"B_Cells","OSTM1"
"TPM3.1",8.51999209593127e-07,-0.35514726308501,0.433,0.469,0.0174071958511972,"B_Cells","TPM3"
"CORO1C",8.56740937776707e-07,-0.271961655482404,0.093,0.145,0.0175040740997159,"B_Cells","CORO1C"
"GYPC",8.99402706791185e-07,-0.571422717532272,0.417,0.404,0.0183756967024507,"B_Cells","GYPC"
"NDUFB5.1",9.04306675372035e-07,-0.301716168861022,0.3,0.339,0.0184758896845261,"B_Cells","NDUFB5"
"POLD2.1",9.17373486042092e-07,-0.31958970350188,0.112,0.163,0.018742857693326,"B_Cells","POLD2"
"IDH3B",9.32476308577507e-07,-0.272877382262079,0.171,0.231,0.019051423460547,"B_Cells","IDH3B"
"GABPB1",9.37325055254411e-07,-0.25386881316138,0.119,0.18,0.0191504882039029,"B_Cells","GABPB1"
"MED10",9.37492830745217e-07,-0.278875205618187,0.182,0.24,0.0191539160249555,"B_Cells","MED10"
"FAM120A.1",9.41567869279324e-07,-0.282047152150597,0.082,0.132,0.0192371731372459,"B_Cells","FAM120A"
"SERPINI1.1",9.88397416770461e-07,-0.3665490798866,0.061,0.107,0.0201939476220373,"B_Cells","SERPINI1"
"ZPR1",9.96143231311398e-07,-0.262904888175415,0.086,0.136,0.0203522023589232,"B_Cells","ZPR1"
"MIEN1",1.00339755291032e-06,-0.341697544974578,0.181,0.231,0.0205004154035108,"B_Cells","MIEN1"
"GTF2I",1.03560342533292e-06,-0.279951619212668,0.128,0.184,0.021158413582977,"B_Cells","GTF2I"
"BAZ2B.1",1.09963616423332e-06,-0.262167184054169,0.084,0.135,0.0224666664714509,"B_Cells","BAZ2B"
"URM1",1.11089997885089e-06,-0.293044092968634,0.146,0.2,0.0226967974679025,"B_Cells","URM1"
"SSRP1",1.12602939367793e-06,-0.255322117014775,0.136,0.195,0.0230059065422339,"B_Cells","SSRP1"
"TWF1",1.17548960417752e-06,-0.287381706044269,0.09,0.141,0.024016428102951,"B_Cells","TWF1"
"CCNH",1.21567913628856e-06,-0.307995870944315,0.12,0.172,0.0248375404335115,"B_Cells","CCNH"
"MRPS23",1.22428853265945e-06,-0.292771800072047,0.113,0.163,0.0250134390107653,"B_Cells","MRPS23"
"CYB561A3",1.27054098676773e-06,0.307768718903707,0.152,0.105,0.0259584229006516,"B_Cells","CYB561A3"
"SLC38A2",1.32258443571794e-06,-0.54494420507318,0.361,0.372,0.0270217226061532,"B_Cells","SLC38A2"
"ALDH9A1",1.34463130585499e-06,-0.25756543571481,0.171,0.229,0.0274721622099234,"B_Cells","ALDH9A1"
"RRP7A",1.37226065136834e-06,-0.267095706832857,0.105,0.159,0.0280366573681066,"B_Cells","RRP7A"
"DDX17",1.38700715241451e-06,-0.298031684739484,0.238,0.295,0.0283379431309808,"B_Cells","DDX17"
"MAP3K11",1.42493442777524e-06,-0.327398081000292,0.111,0.164,0.0291128352938759,"B_Cells","MAP3K11"
"CDC26",1.4542004827436e-06,-0.285445627927972,0.16,0.215,0.0297107700629346,"B_Cells","CDC26"
"TMED3",1.474063212303e-06,-0.427484167566006,0.204,0.241,0.0301165854905626,"B_Cells","TMED3"
"TPRKB",1.47597956771414e-06,-0.28681872340704,0.156,0.21,0.0301557385479676,"B_Cells","TPRKB"
"SLC25A11",1.50909904689545e-06,-0.330752224831282,0.155,0.202,0.030832402627121,"B_Cells","SLC25A11"
"PIGK.1",1.68700952362349e-06,-0.351615302464859,0.109,0.156,0.0344672915771515,"B_Cells","PIGK"
"C8orf33",1.72145823474728e-06,-0.272174200726206,0.1,0.152,0.0351711131941217,"B_Cells","C8orf33"
"CRIPT",1.73007116556286e-06,-0.256921257668379,0.071,0.118,0.0353470839836148,"B_Cells","CRIPT"
"PPP2CA",1.76070870788639e-06,-0.313636448419747,0.209,0.259,0.0359730396108269,"B_Cells","PPP2CA"
"CLSTN1",1.77660792118228e-06,-0.25492574362136,0.093,0.147,0.0362978764376753,"B_Cells","CLSTN1"
"IL10RB.1",1.8953860143597e-06,-0.255997422690396,0.107,0.161,0.038724631659383,"B_Cells","IL10RB"
"FXR1",1.95096254776304e-06,-0.292420664776619,0.147,0.202,0.0398601158133467,"B_Cells","FXR1"
"CD320.1",2.19907449991378e-06,-0.560046337536347,0.171,0.21,0.0449292911077385,"B_Cells","CD320"
"AURKAIP1",2.27513298604266e-06,-0.413320608853002,0.406,0.398,0.0464832420378375,"B_Cells","AURKAIP1"
"ITPA",2.36544392464608e-06,-0.27125087200019,0.113,0.165,0.0483283848244442,"B_Cells","ITPA"
"FIBP",2.42353634091166e-06,-0.270409754608031,0.161,0.214,0.049515270981166,"B_Cells","FIBP"
"PSMD11",2.45881181629084e-06,-0.335963785726855,0.167,0.216,0.0502359842186382,"B_Cells","PSMD11"
"GSPT1",2.50867524573509e-06,-0.30131885234269,0.152,0.206,0.0512547439456137,"B_Cells","GSPT1"
"COPA",2.58131066123443e-06,-0.289709426554995,0.119,0.169,0.0527387581196806,"B_Cells","COPA"
"NFE2L1",2.63619780461291e-06,-0.300268853704204,0.098,0.145,0.0538601573460464,"B_Cells","NFE2L1"
"MNDA.1",2.6998074794918e-06,-0.417312138347293,0.086,0.139,0.0551597666134969,"B_Cells","MNDA"
"RPS3A",2.71783478417811e-06,0.392511090479484,0.992,0.978,0.0555280824755429,"B_Cells","RPS3A"
"SESN1.1",2.76082570358315e-06,-0.259128517191373,0.06,0.105,0.0564064299499073,"B_Cells","SESN1"
"ARL1.1",2.78592823706341e-06,-0.422445656365336,0.262,0.288,0.0569192998114426,"B_Cells","ARL1"
"NEDD9",2.86714746242239e-06,-0.338541420537217,0.07,0.114,0.0585786898047519,"B_Cells","NEDD9"
"RICTOR.1",2.87819940008253e-06,-0.268067178926506,0.103,0.158,0.0588044919430862,"B_Cells","RICTOR"
"CLN5",3.01435540600315e-06,-0.294105782146825,0.106,0.155,0.0615862953000504,"B_Cells","CLN5"
"ATP1B1",3.10990523818842e-06,-0.356616738266135,0.078,0.124,0.0635384739214276,"B_Cells","ATP1B1"
"CHTOP",3.15690954009019e-06,-0.263155112228139,0.127,0.178,0.0644988188135826,"B_Cells","CHTOP"
"MRPS18B",3.15751435994755e-06,-0.338702072965584,0.182,0.228,0.0645111758880884,"B_Cells","MRPS18B"
"COA4",3.16525100973704e-06,-0.270348316567113,0.126,0.178,0.0646692433799375,"B_Cells","COA4"
"USP22",3.26942841504783e-06,-0.253026437569893,0.098,0.148,0.0667976919478423,"B_Cells","USP22"
"FAM133B",3.27731752466189e-06,-0.350370915298908,0.281,0.326,0.066958874346367,"B_Cells","FAM133B"
"PDIA6",3.40435546134162e-06,-0.343526719867537,0.518,0.528,0.0695543864306706,"B_Cells","PDIA6"
"TMEM9.1",3.521363637842e-06,-0.323837093974687,0.113,0.159,0.0719449804847498,"B_Cells","TMEM9"
"GADD45G.1",3.5853976718059e-06,-0.321905616258717,0.1,0.152,0.0732532598326664,"B_Cells","GADD45G"
"RB1CC1",3.65781759183468e-06,-0.284445088430827,0.12,0.171,0.0747328712187744,"B_Cells","RB1CC1"
"SLC20A1",3.83353936209678e-06,-0.304699624197124,0.097,0.145,0.0783230427069992,"B_Cells","SLC20A1"
"AMD1",3.89235108447703e-06,-0.410835542603188,0.263,0.302,0.0795246250069502,"B_Cells","AMD1"
"SRSF9",4.13172412533426e-06,-0.366026241975981,0.388,0.393,0.0844152556047042,"B_Cells","SRSF9"
"RBCK1",4.47696960427074e-06,-0.301647913781747,0.175,0.225,0.0914689659848555,"B_Cells","RBCK1"
"RPS3",4.52461125618118e-06,0.386419367444878,0.998,0.977,0.0924423325750376,"B_Cells","RPS3"
"PQLC3",4.55099745279755e-06,-0.342354117150473,0.165,0.211,0.0929814289581067,"B_Cells","PQLC3"
"EIF3J",4.64697657412797e-06,-0.404326078861706,0.262,0.291,0.0949423783860085,"B_Cells","EIF3J"
"TMEM126A",4.79089885144082e-06,-0.262278719019493,0.106,0.155,0.0978828544337874,"B_Cells","TMEM126A"
"VPS4A",4.84144807188727e-06,-0.297173688731935,0.172,0.221,0.0989156255567288,"B_Cells","VPS4A"
"SYAP1.1",5.08260048159029e-06,-0.327697532051961,0.165,0.215,0.103842610439371,"B_Cells","SYAP1"
"MMAB",5.34126106659841e-06,-0.285711888609261,0.072,0.114,0.109127304851672,"B_Cells","MMAB"
"CAPN1",5.64598798211135e-06,-0.323549915078406,0.17,0.215,0.115353180462517,"B_Cells","CAPN1"
"ASNSD1.1",5.89038623811977e-06,-0.287689627430283,0.141,0.191,0.120346481231025,"B_Cells","ASNSD1"
"DNAJC3",6.04219427333072e-06,-0.5092834452111,0.332,0.33,0.12344807119842,"B_Cells","DNAJC3"
"PPP6C",6.35257247441615e-06,-0.322003483949026,0.162,0.209,0.129789408224796,"B_Cells","PPP6C"
"PLOD3",6.41738750054508e-06,-0.319605004838519,0.091,0.135,0.131113644023637,"B_Cells","PLOD3"
"SDF4",6.5218280659611e-06,-0.455423008023613,0.376,0.364,0.133247469215651,"B_Cells","SDF4"
"RPL18A",6.54818264635886e-06,0.426182261006526,0.998,0.989,0.133785919647758,"B_Cells","RPL18A"
"UBE2Q2",6.7890700041499e-06,-0.257745033221803,0.1,0.148,0.138707489254787,"B_Cells","UBE2Q2"
"RDH14.1",6.84823937425243e-06,-0.267955379277539,0.104,0.152,0.139916378655351,"B_Cells","RDH14"
"CD46",7.47698057739886e-06,-0.336690599063473,0.259,0.301,0.152762190176836,"B_Cells","CD46"
"EXOSC8",7.65346213078228e-06,-0.270498601062518,0.124,0.174,0.156367884794013,"B_Cells","EXOSC8"
"DDRGK1",8.12525305168991e-06,-0.405592837292269,0.201,0.234,0.166007045099077,"B_Cells","DDRGK1"
"RPS25",8.32731318238329e-06,0.401006776736948,0.996,0.984,0.170135335629273,"B_Cells","RPS25"
"LSM4",8.50497016747975e-06,-0.317592814187914,0.222,0.266,0.173765045491779,"B_Cells","LSM4"
"PLA2G12A",8.79083887863873e-06,-0.279250698604729,0.072,0.114,0.179605629129468,"B_Cells","PLA2G12A"
"RNF5",9.00954101471545e-06,-0.322481357914977,0.203,0.245,0.184073932471651,"B_Cells","RNF5"
"PPM1G",9.6286898614821e-06,-0.275422061196056,0.207,0.252,0.196723762559941,"B_Cells","PPM1G"
"ATP2A2",9.63049499039051e-06,-0.253020954576753,0.063,0.105,0.196760643148669,"B_Cells","ATP2A2"
"PITHD1",9.75900732581044e-06,-0.290384900805056,0.164,0.212,0.199386278673633,"B_Cells","PITHD1"
"MRPL34",1.00000309836712e-05,-0.373532233672305,0.221,0.257,0.204310633027386,"B_Cells","MRPL34"
"ADRM1",1.02865413108726e-05,-0.332927932372882,0.342,0.364,0.210164325522439,"B_Cells","ADRM1"
"TCF25",1.03840058689058e-05,-0.319399995364782,0.465,0.459,0.212155623907614,"B_Cells","TCF25"
"RER1",1.07242677884366e-05,-0.376921295596295,0.341,0.347,0.219107515185548,"B_Cells","RER1"
"PET100",1.07368339894533e-05,-0.397294381459514,0.435,0.418,0.219364255238521,"B_Cells","PET100"
"PSMD3",1.07951748637251e-05,-0.34930492249587,0.214,0.25,0.220556217640768,"B_Cells","PSMD3"
"SRRM2",1.08347631979575e-05,-0.352585906721851,0.372,0.39,0.22136504689747,"B_Cells","SRRM2"
"NAP1L4.1",1.09311852055475e-05,-0.310609860893534,0.165,0.211,0.223335044934541,"B_Cells","NAP1L4"
"RPL34",1.1174615189097e-05,0.373365429207416,1,0.991,0.228308562928441,"B_Cells","RPL34"
"RAF1",1.21147329163836e-05,-0.252882266562868,0.102,0.148,0.247516108214634,"B_Cells","RAF1"
"IKBIP",1.23094360568084e-05,-0.326760770094277,0.119,0.159,0.251494088076653,"B_Cells","IKBIP"
"PCNA",1.23500466656183e-05,-0.261650798606298,0.113,0.161,0.252323803425247,"B_Cells","PCNA"
"EMC10",1.30030578102087e-05,-0.357233869074759,0.24,0.275,0.265665474120373,"B_Cells","EMC10"
